"school_code","year","category","cohort","count"
"0156211","201415","Black or African American ","cohort.rate.2013-14","84.6 "
"0156211","201415","Hispanic or Latino ","cohort.rate.2013-14","76.5 "
"0156211","201415","English Language Learners ","cohort.rate.2013-14","62.3 "
"0156211","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","* "
"0156211","201415","Students with Disabilities ","cohort.rate.2013-14","65.5 "
"0156211","201415","School ","cohort.rate.2013-14","80.6 "
"0156211","201415","District ","cohort.rate.2013-14","71.5 "
"0156211","201415","Black or African American ","cohort.target.2013-14","82.4"
"0156211","201415","Hispanic or Latino ","cohort.target.2013-14","73.2"
"0156211","201415","English Language Learners ","cohort.target.2013-14","76.6"
"0156211","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","79.3"
"0156211","201415","Students with Disabilities ","cohort.target.2013-14","63.2"
"0156211","201415","School ","cohort.target.2013-14","78.8"
"0156211","201415","District ","cohort.target.2013-14","68.8"
"0156211","201415","Black or African American ","target.achieved.2013-14","Yes "
"0156211","201415","Hispanic or Latino ","target.achieved.2013-14","Yes "
"0156211","201415","English Language Learners ","target.achieved.2013-14","No "
"0156211","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","Yes "
"0156211","201415","Students with Disabilities ","target.achieved.2013-14","Yes "
"0156211","201415","School ","target.achieved.2013-14","Yes "
"0156211","201415","District ","target.achieved.2013-14","Yes "
"0156211","201415","Black or African American ","target.percent.2014-15","83.7"
"0156211","201415","Hispanic or Latino ","target.percent.2014-15","75.5"
"0156211","201415","English Language Learners ","target.percent.2014-15","78.6"
"0156211","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","80.9"
"0156211","201415","Students with Disabilities ","target.percent.2014-15","66.6"
"0156211","201415","School ","target.percent.2014-15","80.5"
"0156211","201415","District ","target.percent.2014-15","71.6"
"0156211","201516","Black or African American ","cohort.count.2014-15","226"
"0156211","201516","Hispanic or Latino ","cohort.count.2014-15","219"
"0156211","201516","English Language Learners ","cohort.count.2014-15","53"
"0156211","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","521"
"0156211","201516","Students with Disabilities ","cohort.count.2014-15","50"
"0156211","201516","School ","cohort.count.2014-15","521"
"0156211","201516","District ","cohort.count.2014-15",NA
"0156211","201516","Black or African American ","cohort.rate.2014-15","76.5"
"0156211","201516","Hispanic or Latino ","cohort.rate.2014-15","74"
"0156211","201516","English Language Learners ","cohort.rate.2014-15","84.9"
"0156211","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","76.8"
"0156211","201516","Students with Disabilities ","cohort.rate.2014-15","62"
"0156211","201516","School ","cohort.rate.2014-15","76.8"
"0156211","201516","District ","cohort.rate.2014-15","63.6"
"0156211","201516","Black or African American ","cohort.target.2014-15","83.7"
"0156211","201516","Hispanic or Latino ","cohort.target.2014-15","75.5"
"0156211","201516","English Language Learners ","cohort.target.2014-15","78.6"
"0156211","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","80.9"
"0156211","201516","Students with Disabilities ","cohort.target.2014-15","66.6"
"0156211","201516","School ","cohort.target.2014-15","80.5"
"0156211","201516","District ","cohort.target.2014-15","71.6"
"0156211","201516","Black or African American ","target.achieved.2014-15","No "
"0156211","201516","Hispanic or Latino ","target.achieved.2014-15","No "
"0156211","201516","English Language Learners ","target.achieved.2014-15","Yes "
"0156211","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","No "
"0156211","201516","Students with Disabilities ","target.achieved.2014-15","No "
"0156211","201516","School ","target.achieved.2014-15","No "
"0156211","201516","District ","target.achieved.2014-15","No "
"0156211","201516","Black or African American ","target.percent.2015-16","85"
"0156211","201516","Hispanic or Latino ","target.percent.2015-16","77.8"
"0156211","201516","English Language Learners ","target.percent.2015-16","80.5"
"0156211","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","82.6"
"0156211","201516","Students with Disabilities ","target.percent.2015-16","70"
"0156211","201516","School ","target.percent.2015-16","82.2"
"0156211","201516","District ","target.percent.2015-16","74.4"
"0156311","201314","Black or African American ","cohort.count.2012-13","152 "
"0156311","201314","Hispanic or Latino ","cohort.count.2012-13","167 "
"0156311","201314","English Language Learners ","cohort.count.2012-13","64 "
"0156311","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","* "
"0156311","201314","Students with Disabilities ","cohort.count.2012-13","55 "
"0156311","201314","School ","cohort.count.2012-13","335 "
"0156311","201314","District ","cohort.count.2012-13",""
"0156311","201314","Black or African American ","cohort.rate.2012-13","73.7 "
"0156311","201314","Hispanic or Latino ","cohort.rate.2012-13","50.9 "
"0156311","201314","English Language Learners ","cohort.rate.2012-13","50 "
"0156311","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","* "
"0156311","201314","Students with Disabilities ","cohort.rate.2012-13","43.6 "
"0156311","201314","School ","cohort.rate.2012-13","60.9 "
"0156311","201314","District ","cohort.rate.2012-13","67.3 "
"0156311","201314","Black or African American ","cohort.target.2012-13","60.5"
"0156311","201314","Hispanic or Latino ","cohort.target.2012-13","45.8"
"0156311","201314","English Language Learners ","cohort.target.2012-13","47.3"
"0156311","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13","53.5"
"0156311","201314","Students with Disabilities ","cohort.target.2012-13","34.3"
"0156311","201314","School ","cohort.target.2012-13","53.2"
"0156311","201314","District ","cohort.target.2012-13","66"
"0156311","201314","Black or African American ","target.achieved.2012-13","Yes "
"0156311","201314","Hispanic or Latino ","target.achieved.2012-13","Yes "
"0156311","201314","English Language Learners ","target.achieved.2012-13","Yes "
"0156311","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13","Yes "
"0156311","201314","Students with Disabilities ","target.achieved.2012-13","Yes "
"0156311","201314","School ","target.achieved.2012-13","Yes "
"0156311","201314","District ","target.achieved.2012-13","Yes "
"0156311","201314","Black or African American ","target.percent.2013-14","63.8"
"0156311","201314","Hispanic or Latino ","target.percent.2013-14","50.6"
"0156311","201314","English Language Learners ","target.percent.2013-14","52"
"0156311","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","57.5"
"0156311","201314","Students with Disabilities ","target.percent.2013-14","40.3"
"0156311","201314","School ","target.percent.2013-14","57.2"
"0156311","201314","District ","target.percent.2013-14","68.8"
"0156311","201415","Black or African American ","cohort.count.2013-14","141"
"0156311","201415","Hispanic or Latino ","cohort.count.2013-14","148"
"0156311","201415","English Language Learners ","cohort.count.2013-14","58"
"0156311","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","305"
"0156311","201415","Students with Disabilities ","cohort.count.2013-14","43"
"0156311","201415","School ","cohort.count.2013-14","305"
"0156311","201415","District ","cohort.count.2013-14",NA
"0156311","201415","Black or African American ","cohort.rate.2013-14","73"
"0156311","201415","Hispanic or Latino ","cohort.rate.2013-14","68.2"
"0156311","201415","English Language Learners ","cohort.rate.2013-14","62.1"
"0156311","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","69.8"
"0156311","201415","Students with Disabilities ","cohort.rate.2013-14","48.8"
"0156311","201415","School ","cohort.rate.2013-14","69.8"
"0156311","201415","District ","cohort.rate.2013-14","71.5"
"0156311","201415","Black or African American ","cohort.target.2013-14","63.8"
"0156311","201415","Hispanic or Latino ","cohort.target.2013-14","50.6"
"0156311","201415","English Language Learners ","cohort.target.2013-14","52"
"0156311","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","57.5"
"0156311","201415","Students with Disabilities ","cohort.target.2013-14","40.3"
"0156311","201415","School ","cohort.target.2013-14","57.2"
"0156311","201415","District ","cohort.target.2013-14","68.8"
"0156311","201415","Black or African American ","target.achieved.2013-14","Yes "
"0156311","201415","Hispanic or Latino ","target.achieved.2013-14","Yes "
"0156311","201415","English Language Learners ","target.achieved.2013-14","Yes "
"0156311","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","Yes "
"0156311","201415","Students with Disabilities ","target.achieved.2013-14","Yes "
"0156311","201415","School ","target.achieved.2013-14","Yes "
"0156311","201415","District ","target.achieved.2013-14","Yes "
"0156311","201415","Black or African American ","target.percent.2014-15","67.2"
"0156311","201415","Hispanic or Latino ","target.percent.2014-15","55.4"
"0156311","201415","English Language Learners ","target.percent.2014-15","56.6"
"0156311","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","61.6"
"0156311","201415","Students with Disabilities ","target.percent.2014-15","46.2"
"0156311","201415","School ","target.percent.2014-15","61.3"
"0156311","201415","District ","target.percent.2014-15","71.6"
"0156311","201516","Black or African American ","cohort.count.2014-15","137"
"0156311","201516","Hispanic or Latino ","cohort.count.2014-15","156"
"0156311","201516","English Language Learners ","cohort.count.2014-15","84"
"0156311","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","320"
"0156311","201516","Students with Disabilities ","cohort.count.2014-15","51"
"0156311","201516","School ","cohort.count.2014-15","320"
"0156311","201516","District ","cohort.count.2014-15",NA
"0156311","201516","Black or African American ","cohort.rate.2014-15","61.3"
"0156311","201516","Hispanic or Latino ","cohort.rate.2014-15","46.8"
"0156311","201516","English Language Learners ","cohort.rate.2014-15","47.6"
"0156311","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","54.1"
"0156311","201516","Students with Disabilities ","cohort.rate.2014-15","47.1"
"0156311","201516","School ","cohort.rate.2014-15","54.1"
"0156311","201516","District ","cohort.rate.2014-15","63.6"
"0156311","201516","Black or African American ","cohort.target.2014-15","67.2"
"0156311","201516","Hispanic or Latino ","cohort.target.2014-15","55.4"
"0156311","201516","English Language Learners ","cohort.target.2014-15","56.6"
"0156311","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","61.6"
"0156311","201516","Students with Disabilities ","cohort.target.2014-15","46.2"
"0156311","201516","School ","cohort.target.2014-15","61.3"
"0156311","201516","District ","cohort.target.2014-15","71.6"
"0156311","201516","Black or African American ","target.achieved.2014-15","No "
"0156311","201516","Hispanic or Latino ","target.achieved.2014-15","No "
"0156311","201516","English Language Learners ","target.achieved.2014-15","No "
"0156311","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","No "
"0156311","201516","Students with Disabilities ","target.achieved.2014-15","Yes "
"0156311","201516","School ","target.achieved.2014-15","No "
"0156311","201516","District ","target.achieved.2014-15","No "
"0156311","201516","Black or African American ","target.percent.2015-16","70.5"
"0156311","201516","Hispanic or Latino ","target.percent.2015-16","60.2"
"0156311","201516","English Language Learners ","target.percent.2015-16","61.3"
"0156311","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","65.6"
"0156311","201516","Students with Disabilities ","target.percent.2015-16","52.2"
"0156311","201516","School ","target.percent.2015-16","65.4"
"0156311","201516","District ","target.percent.2015-16","74.4"
"0176111","201314","Black or African American ","cohort.count.2012-13","* "
"0176111","201314","Hispanic or Latino ","cohort.count.2012-13","55 "
"0176111","201314","English Language Learners ","cohort.count.2012-13","* "
"0176111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","135 "
"0176111","201314","Students with Disabilities ","cohort.count.2012-13","44 "
