school_code,district_code,school,type,district,street,city,state,zip,phone,fax,website,education_program,program_type,inter_district_magnet,pre_kindergarten,kindergarten,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12
230211,0230011,Cherry Brook Primary School,Public Schools,Canton School District,4 Barbourtown Rd.,Canton,CT,06019-1702,860-693-7721,,www.cantonschools.org,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5760038,None,Capital Community College,Colleges and Universities,Capital Community College,950 Main St.,Hartford,CT,06103,860-906-5000,,,,,,,,,,,,,,,,,,,
2970113,2970013,Capital Preparatory Harbor School Inc.,Public Charter Schools,Capital Preparatory Harbor School Inc. District,777 Main Street,Bridgeport,CT,06604,475-422-5900,,www.capitalprepharbor.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2970013,2970013,Capital Preparatory Harbor School Inc. District,Public Charter School Districts,Capital Preparatory Harbor School Inc. District,777 Main St.,Bridgeport,CT,06604,475-422-5900,,capitalprepharbor.org/,,,,,,,,,,,,,,,,,
2415114,2410014,Academy of Aerospace and Engineering,Regional Education Service Center Schools,Capitol Region Education Council,1101 Kennedy Road,Windsor,CT,06095,860-757-6347,,www.crecschools.org/,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2410714,2410014,Academy of Aerospace and Engineering Elementary,Regional Education Service Center Schools,Capitol Region Education Council,525 Brook Street,Rocky Hill,CT,06067,860-529-1652,860-247-1949,www.crec.org/schools/magnet.php,,,Yes,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416514,2410014,Academy of Science and Innovation,Regional Education Service Center Schools,Capitol Region Education Council,600 Slater Road,New Britain,CT,06053,860-298-0602,,www.crec.org/schools/magnet.php,,,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2410614,2410014,Ana Grace Academy of the Arts Elementary School,Regional Education Service Center Schools,Capitol Region Education Council,20 Security Drive,Avon,CT,06001,860-726-9367,,www.crec.org/schools/magnet.php,,,Yes,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410014,2410014,Capitol Region Education Council,Regional Education Service Center School Districts,Capitol Region Education Council,111 Charter Oak Avenue,Hartford,CT,06106,860-524-4063,,,,,,,,,,,,,,,,,,,
2410117,2410014,Crec Adult Education,Adult Education Providers,Capitol Region Education Council,111 Charter Oak Avenue,Hartford,CT,06106,860-509-3639,860-525-1556,www.crec.org,,,,,,,,,,,,,,,,,
2418114,2410014,Discovery Academy,Regional Education Service Center Schools,Capitol Region Education Council,176 Cumberland Avenue,Wethersfield,CT,06109,860-296-2090,,www.crec.org/schools/magnet.php,,,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419214,2410014,Farmington Valley Regional Diagnostic Center,Program,Capitol Region Education Council,125 Latimer Lane,Simsbury,CT,06089,860-675-5480,,,,Special Education,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2410114,2410014,Glastonbury/East Hartford Magnet School,Regional Education Service Center Schools,Capitol Region Education Council,95 Oak Street,Glastonbury,CT,06033,860-633-4455,,www.crec.org/schools/magnet.php,,,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416414,2410014,Greater Hartford Academy of  the Arts High School - Full Time,Regional Education Service Center Schools,Capitol Region Education Council,15 Vernon St.,Hartford,CT,06106,860-757-6321,,www.crec.org/schools/magnet.php,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2419900,2410014,Greater Hartford Academy of Arts - Part Time,Program,Capitol Region Education Council,15 Vernon Street,Hartford,CT,06106,860-757-6321,,,,Part-time Magnet,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2419800,2410014,Greater Hartford Academy of Math and Science,Program,Capitol Region Education Council,1101 Kennedy Road,Windsor,CT,06095,860-757-6315,860-757-6399,,,Part-time Magnet,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2415314,2410014,Greater Hartford Academy of the Arts Magnet Middle,Regional Education Service Center Schools,Capitol Region Education Council,140 Huyshope Avenue,Hartford,CT,06106,860-724-0685,,www.crec.org/schools/magnet.php,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2419414,2410014,Integrated Program Models,Program,Capitol Region Education Council,601 River St.,Windsor,CT,06095,860-298-9079,,,,Special Education,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2410414,2410014,International Magnet School for Global Citizenship,Regional Education Service Center Schools,Capitol Region Education Council,625 Chapel Road,South Windsor,CT,06074,860-291-6001,,www.crec.org/schools/magnet.php,,,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419014,2410014,John J. Allison Polaris Center,Program,Capitol Region Education Council,474 School St.,East Hartford,CT,06108,860-289-8131,,,,Special Education,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2419614,2410014,Lincoln Academy Regional Interdistrict Collaborative,Program,Capitol Region Education Council,474 School St.,East Hartford,CT,06108,860-289-8131,,,,Special Education,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2416114,2410014,Metropolitan Learning Center for Global and International Studies,Regional Education Service Center Schools,Capitol Region Education Council,1551 Blue Hills Ave.,Bloomfield,CT,06002,860-242-7834,,www.crec.org/schools/magnet.php,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2413114,2410014,Montessori Magnet School,Regional Education Service Center Schools,Capitol Region Education Council,1460 Broad St.,Hartford,CT,06106,860-757-6117,,www.crec.org/schools/magnet.php,,,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2410514,2410014,Museum Academy,Regional Education Service Center Schools,Capitol Region Education Council,10 Targeting Centre,Windsor,CT,06095,860-231-7800,,www.crec.org/schools/magnet.php,,,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415214,2410014,Public Safety Academy,Regional Education Service Center Schools,Capitol Region Education Council,1617 King Street,Enfield,CT,06082,860-253-0274,,www.crec.org/schools/magnet.php,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2410314,2410014,Reggio Magnet School of the Arts,Regional Education Service Center Schools,Capitol Region Education Council,59 Waterville Road,Avon,CT,06001,860-674-8549,,www.crec.org/schools/magnet.php,,,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419514,2410014,River Street Early Learning Center (Site 2),Program,Capitol Region Education Council,1289 Blue Hills Avenue,Bloomfield,CT,06002,860-727-8481,,,,Special Education,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2419314,2410014,River Street School,Program,Capitol Region Education Council,601 River St.,Windsor,CT,06095,860-298-9079,,,,Special Education,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2419114,2410014,Soundbridge,Program,Capitol Region Education Council,123 Progress Dr.,Wethersfield,CT,06109,860-529-4260,,,,Special Education,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2411114,2410014,Soundbridge @ Academy of Aerospace & Engineering Elementary,Program,Capitol Region Education Council,525 Brook Street,Rocky Hill,CT,06067,860-529-4260,860-257-8500,,,Special Education,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411314,2410014,Soundbridge @ Academy of Science and Innovation,Program,Capitol Region Education Council,600 Slater Road,New Britain,CT,06053,860-223-0726,860-223-0742,www.crecschools.org/,,Special Education,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2411214,2410014,Soundbridge @ Museum Academy,Program,Capitol Region Education Council,"10 Univac Lane, 10 Targeting Center",Windsor,CT,06095,860-529-4260,860-257-8500,,,Special Education,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419714,2410014,Strive (Southern Transition Real-World and Independent Vocational Education Program,Program,Capitol Region Education Council,116 East Main Street,Clinton,CT,06413,860-664-5344,,,,Transition Community-Based,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2416714,2410014,Two Rivers Magnet High School,Regional Education Service Center Schools,Capitol Region Education Council,160 Huyshope Avenue,Hartford,CT,06106,860-422-7095,,www.crec.org/schools/magnet.php,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2415014,2410014,Two Rivers Magnet Middle School,Regional Education Service Center Schools,Capitol Region Education Council,337 East River Dr.,East Hartford,CT,06108,860-290-5320,,www.crec.org/schools/magnet.php,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2410214,2410014,University of Hartford Magnet School,Regional Education Service Center Schools,Capitol Region Education Council,196 Bloomfield Ave.,West Hartford,CT,06117,860-236-2899,,www.crec.org/schools/magnet.php,,,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7010038,7010038,Central Connecticut State University,Colleges and Universities,Central Connecticut State University,1615 Stanley St.,New Britian,CT,06050,860-832-3200,,,,,,,,,,,,,,,,,,,
240211,0240011,Chaplin Elementary School,Public Schools,Chaplin School District,240 Palmer Rd.,Chaplin,CT,06235,860-455-9593,,www.chaplinschool.org,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240011,0240011,Chaplin School District,Public School Districts,Chaplin School District,"Box 277, 304 Parish Hill",Chaplin,CT,06235,860-455-9306,,,,,,,,,,,,,,,,,,,
250111,0250011,Chapman School,Public Schools,Cheshire School District,38 Country Club Rd.,Cheshire,CT,06410-1630,203-272-3591,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250117,0250011,Cheshire Adult Education,Adult Education Providers,Cheshire School District,525 Main Street,Cheshire,CT,06410,203-250-2450,203-250-2444,www.cheshire.k12.ct.us,,,,,,,,,,,,,,,,,
256111,0250011,Cheshire High School,Public Schools,Cheshire School District,525 South Main St.,Cheshire,CT,06410-3198,203-250-2511,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
250311,0250011,Cheshire Quinnipiac University Transition Collaborative,Program,Cheshire School District,370 Bassett Drive,North Haven,CT,06473,203-250-2431,203-250-2446,,,Transition Community-Based,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250011,0250011,Cheshire School District,Public School Districts,Cheshire School District,29 Main Street,Cheshire,CT,06410,203-250-2400,,www.cheshire.k12.ct.us/,,,,,,,,,,,,,,,,,
250211,0250011,Darcey School,Public Schools,Cheshire School District,1686 Waterbury Rd.,Cheshire,CT,06410-1331,203-272-3577,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255111,0250011,Dodd Middle School,Public Schools,Cheshire School District,100 Park Place,Cheshire,CT,06410-2145,203-272-3249,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
250611,0250011,Doolittle School,Public Schools,Cheshire School District,735 Cornwall Ave.,Cheshire,CT,06410-2617,203-272-3549,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250411,0250011,Highland School,Public Schools,Cheshire School District,490 Highland Ave.,Cheshire,CT,06410-2518,203-272-0335,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250711,0250011,Highland School Autism Program,Program,Cheshire School District,490 Highland Avenue,Cheshire,CT,06410,203-250-2422,203-250-2446,,,Special Education,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250911,0250011,Humiston Alternative School,Program,Cheshire School District,30 Spring Street,Cheshire,CT,06410,203-250-2442,203-250-2468,,,Alternative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
250511,0250011,Norton School,Public Schools,Cheshire School District,414 North Brooksvale Rd.,Cheshire,CT,06410-3340,203-272-7283,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
251011,0250011,QU College Life,Program,Cheshire School District,275 Mount Carmel Avenue,Hamden,CT,06518,203-250-2542,,,,Public School-Based Transition Program,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260111,0260011,Chester Elementary School,Public Schools,Chester School District,23 Ridge Rd.,Chester,CT,06412-1121,860-526-5797,,www.Reg4.k12.ct.us,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
260011,0260011,Chester School District,Public School Districts,Chester School District,1 Winthrop Road,Deep River,CT,06417,860-526-2417,,www.region4schools.com,,,,,,,,,,,,,,,,,
270111,0270011,Abraham Pierson School,Public Schools,Clinton School District,75 East Main St.,Clinton,CT,06413-2036,860-664-6502,860-664-6582,https://sites.google.com/a/clintonpublic.net/pierson/,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270011,0270011,Clinton School District,Public School Districts,Clinton School District,137 B Glenwood Road,Clinton,CT,06413,860-664-6500,860-664-6580,www.clintonpublic.net,,,,,,,,,,,,,,,,,
275111,0270011,Jared Eliot School,Public Schools,Clinton School District,69 Fairy Dell Rd.,Clinton,CT,06413-2403,860-664-6503,860-664-6583,https://sites.google.com/a/clintonpublic.net/jared-eliot/,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
270311,0270011,Lewin G. Joel Jr. School,Public Schools,Clinton School District,137A Glenwood Rd.,Clinton,CT,06413-1425,860-664-6501,860-664-6581,https://sites.google.com/a/clintonpublic.net/lewin-g-joel/,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276111,0270011,The Morgan School,Public Schools,Clinton School District,71 Killingworth Tpke.,Clinton,CT,06413-1399,860-664-6504,860-664-6548,https://sites.google.com/a/clintonpublic.net/morgan/,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
286111,0280011,Bacon Academy,Public Schools,Colchester School District,611 Norwich Ave.,Colchester,CT,06415-2142,860-537-2378,860-537-5440,www.colchesterct.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
280511,0280011,Bacon Academy Alternative Education,Program,Colchester School District,84 Main Street,Colchester,CT,06415,860-537-8912,860-537-8913,www.colchesterct.org,,Alternative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
280411,0280011,Colchester Elementary School,Public Schools,Colchester School District,315 Halls Hill Rd.,Colchester,CT,06415-1462,860-537-0717,,www.colchesterct.org,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280011,0280011,Colchester School District,Public School Districts,Colchester School District,"127 Norwich Avenue, Suite 202",Colchester,CT,06415,860-537-7267,,www.colchesterct.org,,,,,,,,,,,,,,,,,
280211,0280011,Jack Jackter Intermediate School,Public Schools,Colchester School District,215 Halls Hill Rd.,Colchester,CT,06415-1433,860-537-9421,860-537-0349,www.colchesterct.org,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285111,0280011,William J. Johnston Middle School,Public Schools,Colchester School District,360 Norwich Ave.,Colchester,CT,06415-1272,860-537-2313,860-537-6258,www.colchesterct.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
290111,0290011,Colebrook Consolidated School,Public Schools,Colebrook School District,"P.O. Box 9,  452 Smith Hill Road",Colebrook,CT,06021,860-379-2179,860-379-9506,www.colebrookschool.org,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
290011,0290011,Colebrook School District,Public School Districts,Colebrook School District,"Box 9, 452 Smith Hill Roa",Colebrook,CT,06021,860-379-2179,,www.colebrookschool.org,,,,,,,,,,,,,,,,,
300011,0300011,Columbia School District,Public School Districts,Columbia School District,3 Schoolhouse Road,Columbia,CT,06237,860-228-9493,,www.hwporter.org,,,,,,,,,,,,,,,,,
300111,0300011,Horace W. Porter School,Public Schools,Columbia School District,"3 Schoolhouse Road, P.O. Box 166",Columbia,CT,06237-0166,860-228-9493,,www.hwporter.org,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2686113,2680013,Common Ground High School,Public Charter Schools,Common Ground High School District,358 Springside Ave.,New Haven,CT,06515,203-389-4333,,www.commongroundct.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2680013,2680013,Common Ground High School District,Public Charter School Districts,Common Ground High School District,358 Springside Ave.,New Haven,CT,06515,203-389-0823,,,,,,,,,,,,,,,,,,,
9001516,9000016,A. I. Prince Technical High School,CT Technical High Schools,Connecticut Technical High School System,401 Flatbush Ave.,Hartford,CT,06106,860-951-7112,,www.cttech.org/PRINCE/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9009216,9000016,Bristol Technical Education Center,Program,Connecticut Technical High School System,431 Minor Road,Bristol,CT,06010,860-584-8433,860-584-0795,,,Technical Satellite,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9001116,9000016,Bullard-Havens Technical High School,CT Technical High Schools,Connecticut Technical High School System,500 Palisade Ave.,Bridgeport,CT,06610-3458,203-579-6333,,www.cttech.org/bullard-havens/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9009316,9000016,CT AERO Tech,Program,Connecticut Technical High School System,"Brainard Airport,  500 Lindbergh Drive",Hartford,CT,06114,860-566-1234,,,,Technical Satellite,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9000016,9000016,Connecticut Technical High School System,CT Technical High School Districts,Connecticut Technical High School System,25 Industrial Park Road,Middletown,CT,06457,860-807-2200,,www.cttech.org/,,,,,,,,,,,,,,,,,
9001916,9000016,E. C. Goodwin Technical High School,CT Technical High Schools,Connecticut Technical High School System,735 Slater Rd.,New Britain,CT,06053-2200,860-827-7736,,www.cttech.org/GOODWIN/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9001416,9000016,Eli Whitney Technical High School,CT Technical High Schools,Connecticut Technical High School System,100 Fairview Ave,Hamden,CT,06514,203-397-4031,,www.cttech.org/WHITNEY/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9002716,9000016,Ella T. Grasso Southeastern Technical High School,CT Technical High Schools,Connecticut Technical High School System,189 Fort Hill Rd.,Groton,CT,06340-4803,860-448-0220,,www.cttech.org/GRASSO/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9002516,9000016,Emmett O'Brien Technical High School,CT Technical High Schools,Connecticut Technical High School System,141 Prindle Ave.,Ansonia,CT,06401-2561,203-732-1800,,www.cttech.org/OBRIEN/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9001716,9000016,H. C. Wilcox Technical High School,CT Technical High Schools,Connecticut Technical High School System,298 Oregon Rd.,Meriden,CT,06450,203-238-6260,,www.cttech.org/WILCOX/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9001316,9000016,H. H. Ellis Technical High School,CT Technical High Schools,Connecticut Technical High School System,613 Upper Maple St.,Danielson,CT,06239,860-412-7500,860-779-2565,www.cttech.org/ellis/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9001216,9000016,Henry Abbott Technical High School,CT Technical High Schools,Connecticut Technical High School System,21 Hayestown Ave.,Danbury,CT,06811,203-797-4460,,www.cttech.org/ABBOTT/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9001616,9000016,Howell Cheney Technical High School,CT Technical High Schools,Connecticut Technical High School System,791 West Middle Tpke.,Manchester,CT,06040,860-649-5396,,www.cttech.org/CHENEY/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9002116,9000016,J. M. Wright Technical High School,CT Technical High Schools,Connecticut Technical High School System,120 Bridge St.,Stamford,CT,06905,203-324-7363,,www.cttech.org/wright/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
9002016,9000016,Norwich Technical High School,CT Technical High Schools,Connecticut Technical High School System,7 Mahan Drive,Norwich,CT,06360-7044,860-889-8453,,www.cttech.org/norwich/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9002216,9000016,Oliver Wolcott Technical High School,CT Technical High Schools,Connecticut Technical High School System,75 Oliver St.,Torrington,CT,06790-3859,860-496-5300,,www.cttech.org/WOLCOTT/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9002616,9000016,Platt Technical High School,CT Technical High Schools,Connecticut Technical High School System,600 Orange Ave.,Milford,CT,06461-2157,203-783-5300,,www.cttech.org/platt/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9009116,9000016,Stratford School for Aviation Maintenance Technicians,Program,Connecticut Technical High School System,"Sikorsky Memorial Airport, 200 Great Mea",Stratford,CT,06615,203-381-9250,203-381-0764,,,Technical Satellite,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9001816,9000016,Vinal Technical High School,CT Technical High Schools,Connecticut Technical High School System,60 Daniels St.,Middletown,CT,06457-4941,860-344-7100,,www.cttech.org/VINAL/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9002316,9000016,W. F. Kaynor Technical High School,CT Technical High Schools,Connecticut Technical High School System,43 Tompkins St.,Waterbury,CT,06708-1416,203-596-4302,,www.cttech.org/KAYNOR/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9002416,9000016,Windham Technical High School,CT Technical High Schools,Connecticut Technical High School System,210 Birch St.,Willimantic,CT,06226-2108,860-456-3879,,www.cttech.org/WINDHAM/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2430014,2430014,Cooperative Educational Services,Regional Education Service Center School Districts,Cooperative Educational Services,40 Lindeman Drive,Trumbull,CT,06611,203-365-8803,,,,,,,,,,,,,,,,,,,
