"gap.indicators","non.high.needs.rate","high.needs.rate","size.of.gap","state.gap.mean.sd","is.gap.outlier","school_id","year"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.6","","0290111","201516"
NA,NA,NA,NA,NA,NA,"0290111","201516"
"ELA Performance Index Gap ","75","60.9","14.1","16.8","","0300111","201415"
"Math Performance Index Gap ","68.7","50.2","18.5","19.5","","0300111","201415"
"Science Performance Index Gap ","64","47.3","16.7","17.3","","0300111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0300111","201516"
"ELA Performance Index Gap ","75.0 ","64","11","16.6","","0300111","201516"
NA,NA,NA,NA,NA,NA,"0300111","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.8","","0310111","201415"
"Math Performance Index Gap ","70.3 ","N/A ",". ","19.5","","0310111","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0310111","201415"
"Achievement Gap Size Outlier? ","","","","","N","0310111","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.6","","0310111","201516"
NA,NA,NA,NA,NA,NA,"0310111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"0320211","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"0320211","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"0320211","201415"
"Achievement Gap Size Outlier?","","","","","","0320211","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","0320211","201516"
NA,NA,NA,NA,NA,NA,"0320211","201516"
"ELA Performance Index Gap ","75","64.3","10.7","16.8","","0320411","201415"
"Math Performance Index Gap ","70","57.6","12.4","19.5","","0320411","201415"
"Science Performance Index Gap ","65.5","53.9","11.6","17.3","","0320411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0320411","201516"
"ELA Performance Index Gap ","75.0 ","66.3","8.7","16.6","","0320411","201516"
NA,NA,NA,NA,NA,NA,"0320411","201516"
"ELA Performance Index Gap ","75","63.6","11.4","16.8","","0325111","201415"
"Math Performance Index Gap ","68.1","53.5","14.5","19.5","","0325111","201415"
"Science Performance Index Gap ","65.1","52.8","12.3","17.3","","0325111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0325111","201516"
"ELA Performance Index Gap ","75.0 ","67.8","7.2","16.6","","0325111","201516"
NA,NA,NA,NA,NA,NA,"0325111","201516"
"ELA Performance Index Gap ","63.6","46.0","17.6 ","16.8","","0326111","201415"
"Math Performance Index Gap ","54.4","35.4","19.0 ","19.5","","0326111","201415"
"Science Performance Index Gap ","71.2","60.1","11.2 ","17.3","","0326111","201415"
"Graduation Rate Gap ","94.0%","80.0%","14.0% ","12.6% ","Y","0326111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0326111","201516"
"ELA Performance Index Gap ","65.7 ","54.8 ","10.9 ","16.6","","0326111","201516"
"Math Performance Index Gap ","62.2 ","45.0 ","17.2 ","19.1","","0326111","201516"
"Science Performance Index Gap ","73.7 ","51.1 ","22.6 ","17.3","","0326111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"0330211","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"0330211","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"0330211","201415"
"Achievement Gap Size Outlier?","","","","","","0330211","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","0330211","201516"
NA,NA,NA,NA,NA,NA,"0330211","201516"
"ELA Performance Index Gap ","75","57.9","17.1","16.8","","0330311","201415"
"Math Performance Index Gap ","69.5","50.8","18.7","19.5","","0330311","201415"
"Science Performance Index Gap ","60.3","48.2","12","17.3","","0330311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0330311","201516"
"ELA Performance Index Gap ","75.0 ","59.4","15.6","16.6","","0330311","201516"
NA,NA,NA,NA,NA,NA,"0330311","201516"
"ELA Performance Index Gap ","75","65.2","9.8","16.8","","0335111","201415"
"Math Performance Index Gap ","67.6","49.6","18","19.5","","0335111","201415"
"Science Performance Index Gap ","64.1","55","9.1","17.3","","0335111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0335111","201516"
"ELA Performance Index Gap ","75.0 ","63.5","11.5","16.6","","0335111","201516"
NA,NA,NA,NA,NA,NA,"0335111","201516"
"ELA Performance Index Gap ","75.0","51.4","23.6 ","16.8","","0336111","201415"
"Math Performance Index Gap ","63.4","39.5","23.9 ","19.5","","0336111","201415"
"Science Performance Index Gap ","63.9","48.7","15.2 ","17.3","","0336111","201415"
"Graduation Rate Gap ","94.0%","86.0%","8.0% ","12.6% ","N","0336111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0336111","201516"
"ELA Performance Index Gap ","66.6 ","48.6 ","17.9 ","16.6","","0336111","201516"
"Math Performance Index Gap ","62.2 ","46.3 ","15.9 ","19.1","","0336111","201516"
"Science Performance Index Gap ","64.7 ","46.5 ","18.2 ","17.3","","0336111","201516"
"ELA Performance Index Gap ","75.0 ","66.1","8.9 ","16.8","","0340211","201415"
"Math Performance Index Gap ","72.4 ","56.6","15.8 ","19.5","","0340211","201415"
"Science Performance Index Gap ",". ","48.9",". ","17.3","","0340211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0340211","201516"
"ELA Performance Index Gap ","75.0 ","67.4","7.6","16.6","","0340211","201516"
NA,NA,NA,NA,NA,NA,"0340211","201516"
"ELA Performance Index Gap ","75","65","10","16.8","","0340311","201415"
"Math Performance Index Gap ","68.4","56.9","11.5","19.5","","0340311","201415"
"Science Performance Index Gap ","62.9","54.3","8.6","17.3","","0340311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0340311","201516"
"ELA Performance Index Gap ","75.0 ","61.1","13.9","16.6","","0340311","201516"
NA,NA,NA,NA,NA,NA,"0340311","201516"
"ELA Performance Index Gap ","75.0 ","60.6 ","14.4 ","16.8","","0340511","201415"
"Math Performance Index Gap ","68.6 ","50.8 ","17.8 ","19.5","","0340511","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0340511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0340511","201516"
"ELA Performance Index Gap ","75.0 ","68.1","6.9","16.6","","0340511","201516"
NA,NA,NA,NA,NA,NA,"0340511","201516"
"ELA Performance Index Gap ","70.7 ","64","6.7 ","16.8","","0340611","201415"
"Math Performance Index Gap ","61.1 ","57.4","3.7 ","19.5","","0340611","201415"
"Science Performance Index Gap ",". ","44.1",". ","17.3","","0340611","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0340611","201516"
"ELA Performance Index Gap ",". ","70.5",". ","16.6","","0340611","201516"
NA,NA,NA,NA,NA,NA,"0340611","201516"
"ELA Performance Index Gap ","75.0 ","61.8","13.2 ","16.8","","0340811","201415"
"Math Performance Index Gap ","68.5 ","55.9","12.6 ","19.5","","0340811","201415"
"Science Performance Index Gap ",". ","42.3",". ","17.3","","0340811","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0340811","201516"
"ELA Performance Index Gap ","75.0 ","65.5","9.5","16.6","","0340811","201516"
NA,NA,NA,NA,NA,NA,"0340811","201516"
"ELA Performance Index Gap ",". ","62.8",". ","16.8","","0341011","201415"
"Math Performance Index Gap ",". ","53.5",". ","19.5","","0341011","201415"
"Science Performance Index Gap ",". ","43.5",". ","17.3","","0341011","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0341011","201516"
"ELA Performance Index Gap ","75.0 ","65.4","9.6","16.6","","0341011","201516"
NA,NA,NA,NA,NA,NA,"0341011","201516"
"ELA Performance Index Gap ","75","65.1","9.9","16.8","","0341111","201415"
"Math Performance Index Gap ","69.3","55.9","13.4","19.5","","0341111","201415"
"Science Performance Index Gap ","62.8","43.2","19.6","17.3","","0341111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0341111","201516"
"ELA Performance Index Gap ","75.0 ","67.2","7.8","16.6","","0341111","201516"
NA,NA,NA,NA,NA,NA,"0341111","201516"
"ELA Performance Index Gap ","75","65.4","9.6","16.8","","0341211","201415"
"Math Performance Index Gap ","69.5","57.3","12.2","19.5","","0341211","201415"
"Science Performance Index Gap ","58.5","42.4","16.1","17.3","","0341211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0341211","201516"
"ELA Performance Index Gap ","75.0 ","66.5","8.5","16.6","","0341211","201516"
NA,NA,NA,NA,NA,NA,"0341211","201516"
"ELA Performance Index Gap ","75.0 ","59.8 ","15.2 ","16.8","","0341311","201415"
"Math Performance Index Gap ","72.7 ","52.2 ","20.5 ","19.5","","0341311","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0341311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0341311","201516"
"ELA Performance Index Gap ","74.1 ","56.8","17.3","16.6","","0341311","201516"
NA,NA,NA,NA,NA,NA,"0341311","201516"
"ELA Performance Index Gap ","73.0 ","65.6","7.4 ","16.8","","0341411","201415"
"Math Performance Index Gap ","63.0 ","53.6","9.4 ","19.5","","0341411","201415"
"Science Performance Index Gap ",". ","39.8",". ","17.3","","0341411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0341411","201516"
"ELA Performance Index Gap ","75.0 ","66.5","8.5","16.6","","0341411","201516"
NA,NA,NA,NA,NA,NA,"0341411","201516"
"ELA Performance Index Gap ","75","58.8","16.2","16.8","","0341511","201415"
"Math Performance Index Gap ","70.2","54.4","15.8","19.5","","0341511","201415"
"Science Performance Index Gap ","56.3","42.6","13.7","17.3","","0341511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0341511","201516"
"ELA Performance Index Gap ","75.0 ","60.1","14.9","16.6","","0341511","201516"
NA,NA,NA,NA,NA,NA,"0341511","201516"
"ELA Performance Index Gap ","75.0 ","63.4","11.6 ","16.8","","0341611","201415"
"Math Performance Index Gap ","66.6 ","52.2","14.4 ","19.5","","0341611","201415"
"Science Performance Index Gap ",". ","44",". ","17.3","","0341611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0341611","201516"
"ELA Performance Index Gap ","75.0 ","61.4","13.6","16.6","","0341611","201516"
NA,NA,NA,NA,NA,NA,"0341611","201516"
"ELA Performance Index Gap ","75","58.3","16.7","16.8","","0341711","201415"
"Math Performance Index Gap ","70.3","52.8","17.5","19.5","","0341711","201415"
"Science Performance Index Gap ","58.7","42.9","15.7","17.3","","0341711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0341711","201516"
"ELA Performance Index Gap ","75.0 ","61.8","13.2","16.6","","0341711","201516"
NA,NA,NA,NA,NA,NA,"0341711","201516"
"ELA Performance Index Gap ","75","68.1 ","6.9 ","16.8","","0341911","201415"
"Math Performance Index Gap ","73.1","54.7 ","18.4 ","19.5","","0341911","201415"
"Science Performance Index Gap ","65.9","N/A ",". ","17.3","","0341911","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0341911","201516"
"ELA Performance Index Gap ","75.0 ","68.6","6.4","16.6","","0341911","201516"
NA,NA,NA,NA,NA,NA,"0341911","201516"
"ELA Performance Index Gap ","68.6","54.4","14.2","16.8","","0345111","201415"
"Math Performance Index Gap ","56.9","44.3","12.6","19.5","","0345111","201415"
"Science Performance Index Gap ","58.9","47.3","11.6","17.3","","0345111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0345111","201516"
"ELA Performance Index Gap ","70.3 ","58.1","12.2","16.6","","0345111","201516"
NA,NA,NA,NA,NA,NA,"0345111","201516"
"ELA Performance Index Gap ","72.1","57.2","14.9","16.8","","0345211","201415"
"Math Performance Index Gap ","60","46.5","13.5","19.5","","0345211","201415"
"Science Performance Index Gap ","57.4","45.5","11.9","17.3","","0345211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0345211","201516"
"ELA Performance Index Gap ","72.4 ","55.7","16.7","16.6","","0345211","201516"
NA,NA,NA,NA,NA,NA,"0345211","201516"
"ELA Performance Index Gap ","72.8","38.1","34.7 ","16.8","","0346111","201415"
"Math Performance Index Gap ","62.9","35.6","27.3 ","19.5","","0346111","201415"
"Science Performance Index Gap ","56.7","40.3","16.4 ","17.3","","0346111","201415"
"Graduation Rate Gap ","93.6%","82.8%","10.8% ","12.6% ","N","0346111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0346111","201516"
"ELA Performance Index Gap ","62.2 ","45.0 ","17.2 ","16.6","","0346111","201516"
"Math Performance Index Gap ","56.3 ","41.7 ","14.6 ","19.1","","0346111","201516"
"Science Performance Index Gap ","57.2 ","42.6 ","14.6 ","17.3","","0346111","201516"
"ELA Performance Index Gap ",".","N/A",". ","16.8","","0346211","201415"
"Math Performance Index Gap ",".","N/A",". ","19.5","","0346211","201415"
"Science Performance Index Gap ",".","33.3",". ","17.3","","0346211","201415"
"Graduation Rate Gap ",".",".",". ",".","","0346211","201415"
"Achievement Gap Size Outlier? ","","","","","N","0346211","201516"
"ELA Performance Index Gap ",". ","28.9 ",". ","16.6","","0346211","201516"
"Math Performance Index Gap ",". ","29.0 ",". ","19.1","","0346211","201516"
"Science Performance Index Gap ",". ","35.7 ",". ","17.3","","0346211","201516"
"ELA Performance Index Gap ","75","72.5","2.5","16.8","","0350211","201415"
"Math Performance Index Gap ","75","68.1","6.9","19.5","","0350211","201415"
"Science Performance Index Gap ","70.5","56.8","13.7","17.3","","0350211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0350211","201516"
"ELA Performance Index Gap ","75.0 ","73.9","1.1","16.6","","0350211","201516"
NA,NA,NA,NA,NA,NA,"0350211","201516"
"ELA Performance Index Gap ","75","65.9 ","9.1 ","16.8","","0350511","201415"
"Math Performance Index Gap ","75","62.1 ","12.9 ","19.5","","0350511","201415"
"Science Performance Index Gap ","61.9","N/A ",". ","17.3","","0350511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0350511","201516"
"ELA Performance Index Gap ","75.0 ","76.3","-1.3","16.6","","0350511","201516"
NA,NA,NA,NA,NA,NA,"0350511","201516"
"ELA Performance Index Gap ","75","75.2 ","-0.2 ","16.8","","0350611","201415"
"Math Performance Index Gap ","75","64.0 ","11.0 ","19.5","","0350611","201415"
"Science Performance Index Gap ","67.5","N/A ",". ","17.3","","0350611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0350611","201516"
"ELA Performance Index Gap ","75.0 ","69","6","16.6","","0350611","201516"
NA,NA,NA,NA,NA,NA,"0350611","201516"
"ELA Performance Index Gap ","75","65.7 ","9.3 ","16.8","","0350711","201415"
"Math Performance Index Gap ","75","60.1 ","14.9 ","19.5","","0350711","201415"
"Science Performance Index Gap ","65.6","N/A ",". ","17.3","","0350711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0350711","201516"
"ELA Performance Index Gap ","75.0 ","68.7","6.3","16.6","","0350711","201516"
NA,NA,NA,NA,NA,NA,"0350711","201516"
"ELA Performance Index Gap ","75","63.4","11.6","16.8","","0351311","201415"
"Math Performance Index Gap ","75","60.7","14.3","19.5","","0351311","201415"
"Science Performance Index Gap ","69.6","49.3","20.3","17.3","","0351311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0351311","201516"
"ELA Performance Index Gap ","75.0 ","69.4","5.6","16.6","","0351311","201516"
NA,NA,NA,NA,NA,NA,"0351311","201516"
"ELA Performance Index Gap ","75","70.9","4.1","16.8","","0355111","201415"
"Math Performance Index Gap ","75","65.9","9.1","19.5","","0355111","201415"
"Science Performance Index Gap ","70.4","59.7","10.7","17.3","","0355111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0355111","201516"
"ELA Performance Index Gap ","75.0 ","70","5","16.6","","0355111","201516"
NA,NA,NA,NA,NA,NA,"0355111","201516"
"ELA Performance Index Gap ","75.0","57.6","17.4 ","16.8","","0356111","201415"
"Math Performance Index Gap ","66.7","44.9","21.8 ","19.5","","0356111","201415"
"Science Performance Index Gap ","73.1","50.9","22.2 ","17.3","","0356111","201415"
"Graduation Rate Gap ","94.0%","100.0%","-6.0% ","12.6% ","N","0356111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0356111","201516"
"ELA Performance Index Gap ","75.0 ","59.9 ","15.1 ","16.6","","0356111","201516"
"Math Performance Index Gap ","75.0 ","56.8 ","18.2 ","19.1","","0356111","201516"
"Science Performance Index Gap ","75.0 ","55.8 ","19.2 ","17.3","","0356111","201516"
"ELA Performance Index Gap ","75","66.7 ","8.3 ","16.8","","0360111","201415"
"Math Performance Index Gap ","71.7","57.0 ","14.7 ","19.5","","0360111","201415"
"Science Performance Index Gap ","64.2","N/A ",". ","17.3","","0360111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0360111","201516"
"ELA Performance Index Gap ","75.0 ","65.7","9.3","16.6","","0360111","201516"
NA,NA,NA,NA,NA,NA,"0360111","201516"
"ELA Performance Index Gap ","75.0 ","61.6","13.4 ","16.8","","0370411","201415"
"Math Performance Index Gap ","65.0 ","53.7","11.3 ","19.5","","0370411","201415"
"Science Performance Index Gap ",". ","51.2",". ","17.3","","0370411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0370411","201516"
"ELA Performance Index Gap ","73.6 ","58.8","14.8","16.6","","0370411","201516"
NA,NA,NA,NA,NA,NA,"0370411","201516"
"ELA Performance Index Gap ","73.6","63.2","10.3","16.8","","0370611","201415"
"Math Performance Index Gap ","64.4","56.3","8.2","19.5","","0370611","201415"
"Science Performance Index Gap ","52.4","50.2","2.2","17.3","","0370611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0370611","201516"
"ELA Performance Index Gap ","75.0 ","63.2","11.8","16.6","","0370611","201516"
NA,NA,NA,NA,NA,NA,"0370611","201516"
"ELA Performance Index Gap ","70.6","55","15.6","16.8","","0375011","201415"
"Math Performance Index Gap ","59.6","45","14.6","19.5","","0375011","201415"
"Science Performance Index Gap ","57.3","44.1","13.2","17.3","","0375011","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0375011","201516"
"ELA Performance Index Gap ","62.1 ","51.3","10.8","16.6","","0375011","201516"
NA,NA,NA,NA,NA,NA,"0375011","201516"
"ELA Performance Index Gap ","68.3","48.2","20.1 ","16.8","","0376111","201415"
"Math Performance Index Gap ","48.0","34.0","14.0 ","19.5","","0376111","201415"
"Science Performance Index Gap ","52.3","43.0","9.3 ","17.3","","0376111","201415"
