"indicator","index.rate","target","points","max","percent.points","state.avg","school_id","year"
"Math Performance index: High Needs Students ","49.0 ","75 ",32.6,50,65.3,"49.9","0370411","201516"
"Science Performance index: All Students ","52.3 ","75 ",34.9,50,69.7,"57.5","0370411","201516"
"Science Performance index: High Needs Students ","51.3 ","75 ",34.2,50,68.3,"47.0","0370411","201516"
"ELA Academic growth: ELA Performance index: All Students ","62.0% ","100% ",62,100,62,"63.8%","0370411","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","58.6% ","100% ",58.6,100,58.6,"58.3%","0370411","201516"
"Math Academic growth: Math Performance index: All Students ","43.6% ","100% ",43.6,100,43.6,"65.0%","0370411","201516"
"Math Academic growth: Math Performance index: High Needs Students ","43.5% ","100% ",43.5,100,43.5,"57.4%","0370411","201516"
"Chronic absenteeism: Science Performance index: All Students ","8.5% ","<=5% ",43.1,50,86.2,"9.6%","0370411","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","8.6% ","<=5% ",42.8,50,85.5,"15.6%","0370411","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","0370411","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","0370411","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","0370411","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","0370411","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","0370411","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","0370411","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","96.7% | 31.0% ","75% ",20.7,50,41.4,"89.2% | 50.5%","0370411","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","0370411","201516"
"ELA: All Students ","68.5 ","75 ",91.3,100,91.3,"67.9","0370611","201415"
"ELA: High Needs Students ","63.2 ","75 ",84.3,100,84.3,"56.7","0370611","201415"
"Math: All Students ","60.4 ","75 ",80.5,100,80.5,"59.3","0370611","201415"
"Math: High Needs Students ","56.3 ","75 ",75,100,75,"47.8","0370611","201415"
"Science: All Students ","51.4 ","75 ",68.5,100,68.5,"56.5","0370611","201415"
"Science: High Needs Students ","50.2 ","75 ",66.9,100,66.9,"45.9","0370611","201415"
"Chronic absenteeism: All Students ","4.6% ","<=5% ",50,50,100,"10.6%","0370611","201415"
"Chronic absenteeism: High Needs Students ","7.1% ","<=5% ",45.8,50,91.6,"17.3%","0370611","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","0370611","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","0370611","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","94.9% | 37.5% ","75% ",25,50,50,"87.6% | 51.0%","0370611","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","0370611","201415"
"Accountability Index ","","",587.3,750,78.3,"","0370611","201415"
"ELA Performance index: All Students ","69.8 ","75 ",46.6,50,93.1,"67.7","0370611","201516"
"ELA Performance index: High Needs Students ","63.2 ","75 ",42.2,50,84.3,"56.7","0370611","201516"
"Math Performance index: All Students ","62.0 ","75 ",41.3,50,82.6,"61.4","0370611","201516"
"Math Performance index: High Needs Students ","55.5 ","75 ",37,50,74,"49.9","0370611","201516"
"Science Performance index: All Students ","53.0 ","75 ",35.3,50,70.6,"57.5","0370611","201516"
"Science Performance index: High Needs Students ","51.6 ","75 ",34.4,50,68.8,"47.0","0370611","201516"
"ELA Academic growth: ELA Performance index: All Students ","69.0% ","100% ",69,100,69,"63.8%","0370611","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","58.7% ","100% ",58.7,100,58.7,"58.3%","0370611","201516"
"Math Academic growth: Math Performance index: All Students ","59.7% ","100% ",59.7,100,59.7,"65.0%","0370611","201516"
"Math Academic growth: Math Performance index: High Needs Students ","48.8% ","100% ",48.8,100,48.8,"57.4%","0370611","201516"
"Chronic absenteeism: Science Performance index: All Students ","7.0% ","<=5% ",46,50,92.1,"9.6%","0370611","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","8.7% ","<=5% ",42.6,50,85.2,"15.6%","0370611","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","0370611","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","0370611","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","0370611","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","0370611","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","0370611","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","0370611","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","97.1% | 29.4% ","75% ",19.6,50,39.2,"89.2% | 50.5%","0370611","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","0370611","201516"
"ELA: All Students ","60.1 ","75 ",80.1,100,80.1,"67.9","0375011","201415"
"ELA: High Needs Students ","55.0 ","75 ",73.3,100,73.3,"56.7","0375011","201415"
"Math: All Students ","49.7 ","75 ",66.3,100,66.3,"59.3","0375011","201415"
"Math: High Needs Students ","45.0 ","75 ",59.9,100,59.9,"47.8","0375011","201415"
"Science: All Students ","48.3 ","75 ",64.4,100,64.4,"56.5","0375011","201415"
"Science: High Needs Students ","44.1 ","75 ",58.9,100,58.9,"45.9","0375011","201415"
"Chronic absenteeism: All Students ","17.0% ","<=5% ",26.1,50,52.1,"10.6%","0375011","201415"
"Chronic absenteeism: High Needs Students ","21.6% ","<=5% ",16.8,50,33.5,"17.3%","0375011","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","0375011","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","0375011","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","92.2% | 34.7% ","75% ",23.2,50,46.3,"87.6% | 51.0%","0375011","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","0375011","201415"
"Accountability Index ","","",509.6,800,63.7,"","0375011","201415"
"ELA Performance index: All Students ","55.4 ","75 ",36.9,50,73.9,"67.7","0375011","201516"
"ELA Performance index: High Needs Students ","51.3 ","75 ",34.2,50,68.4,"56.7","0375011","201516"
"Math Performance index: All Students ","47.3 ","75 ",31.6,50,63.1,"61.4","0375011","201516"
"Math Performance index: High Needs Students ","43.4 ","75 ",28.9,50,57.8,"49.9","0375011","201516"
"Science Performance index: All Students ","47.8 ","75 ",31.9,50,63.8,"57.5","0375011","201516"
"Science Performance index: High Needs Students ","44.9 ","75 ",29.9,50,59.9,"47.0","0375011","201516"
"ELA Academic growth: ELA Performance index: All Students ","43.1% ","100% ",43.1,100,43.1,"63.8%","0375011","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","41.6% ","100% ",41.6,100,41.6,"58.3%","0375011","201516"
"Math Academic growth: Math Performance index: All Students ","39.8% ","100% ",39.8,100,39.8,"65.0%","0375011","201516"
"Math Academic growth: Math Performance index: High Needs Students ","34.2% ","100% ",34.2,100,34.2,"57.4%","0375011","201516"
"Chronic absenteeism: Science Performance index: All Students ","13.2% ","<=5% ",33.6,50,67.2,"9.6%","0375011","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","17.8% ","<=5% ",24.4,50,48.7,"15.6%","0375011","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","0375011","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","0375011","201516"
"On-track to High School Graduation ","88.3% ","94% ",47,50,93.9,"85.1%","0375011","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","0375011","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","0375011","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","0375011","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","100.0% | 51.0% ","75% ",34,50,67.9,"89.2% | 50.5%","0375011","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","0375011","201516"
"ELA: All Students ","54.8 ","75 ",73.1,100,73.1,"67.9","0376111","201415"
"ELA: High Needs Students ","48.2 ","75 ",64.2,100,64.2,"56.7","0376111","201415"
"Math: All Students ","38.7 ","75 ",51.5,100,51.5,"59.3","0376111","201415"
"Math: High Needs Students ","34.0 ","75 ",45.3,100,45.3,"47.8","0376111","201415"
"Science: All Students ","45.7 ","75 ",61,100,61,"56.5","0376111","201415"
"Science: High Needs Students ","43.0 ","75 ",57.4,100,57.4,"45.9","0376111","201415"
"Chronic absenteeism: All Students ","25.1% ","<=5% ",9.9,50,19.7,"10.6%","0376111","201415"
"Chronic absenteeism: High Needs Students ","27.8% ","<=5% ",4.4,50,8.8,"17.3%","0376111","201415"
"Prep for CCR: % Taking Courses ","52.6% ","75% ",35.1,50,70.2,"66.1%","0376111","201415"
"Prep for CCR: % Passing Exams ","11.1% ","75% ",7.4,50,14.8,"37.3%","0376111","201415"
"Postsecondary Entrance (Class of 2014) ","54.5% ","75% ",72.7,100,72.7,"72.8%","0376111","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","37.4% | 41.2% ","75% ",0,50,0,"87.6% | 51.0%","0376111","201415"
"Arts Access ","59.2% ","60% ",49.4,50,98.7,"45.7%","0376111","201415"
"Accountability Index ","","",732.2,1250,58.6,"","0376111","201415"
"ELA: High Needs Students ","42.9 ","75 ",57.1,100,57.1,"56.7","0376111","201516"
"ELA: All Students ","43.0 ","75 ",57.3,100,57.3,"61.4","0376111","201516"
"Math: High Needs Students ","40.6 ","75 ",54.1,100,54.1,"49.9","0376111","201516"
"Math: All Students ","50.4 ","75 ",67.2,100,67.2,"57.5","0376111","201516"
"Science: High Needs Students ","42.8 ","75 ",57.1,100,57.1,"47.0","0376111","201516"
"Science: All Students ","N/A ","100% ",0,0,0,"63.8%","0376111","201516"
"Chronic absenteeism: High Needs Students ","N/A ","100% ",0,0,0,"58.3%","0376111","201516"
"Chronic absenteeism: All Students ","N/A ","100% ",0,0,0,"65.0%","0376111","201516"
"Prep for CCR: High Needs Students ","N/A ","100% ",0,0,0,"57.4%","0376111","201516"
"Prep for CCR: All Students ","22.1% ","<=5% ",15.7,50,31.5,"9.6%","0376111","201516"
"On-track to High School Graduation ","77.7% ","94% ",41.3,50,82.6,"85.1%","0376111","201516"
"4-year Graduation All Students (2015 Cohort) ","83.2% ","94% ",88.5,100,88.5,"87.2%","0376111","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","80.4% ","94% ",85.5,100,85.5,"78.6%","0376111","201516"
"Postsecondary Entrance (Class of 2015) ","46.6% ","75% ",62.1,100,62.1,"71.9%","0376111","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","76.5% | 38.7% ","75% ",12.9,50,25.8,"89.2% | 50.5%","0376111","201516"
"ELA: All Students ","75.8 ","75 ",100,100,100,"67.9","0390111","201415"
"ELA: High Needs Students ","70.6 ","75 ",94.1,100,94.1,"56.7","0390111","201415"
"Math: All Students ","67.9 ","75 ",90.5,100,90.5,"59.3","0390111","201415"
"Math: High Needs Students ","56.6 ","75 ",75.5,100,75.5,"47.8","0390111","201415"
"Science: All Students ","62.9 ","75 ",83.8,100,83.8,"56.5","0390111","201415"
"Science: High Needs Students ","N/A ","75 ",0,0,0,"45.9","0390111","201415"
"Chronic absenteeism: All Students ","5.8% ","<=5% ",48.3,50,96.7,"10.6%","0390111","201415"
"Chronic absenteeism: High Needs Students ","2.9% ","<=5% ",50,50,100,"17.3%","0390111","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","0390111","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","0390111","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","97.8% | 75.6% ","75% ",50,50,100,"87.6% | 51.0%","0390111","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","0390111","201415"
"Accountability Index ","","",592.3,650,91.1,"","0390111","201415"
"ELA Performance index: All Students ","74.7 ","75 ",49.8,50,99.6,"67.7","0390111","201516"
"ELA Performance index: High Needs Students ","66.5 ","75 ",44.3,50,88.6,"56.7","0390111","201516"
"Math Performance index: All Students ","66.9 ","75 ",44.6,50,89.2,"61.4","0390111","201516"
"Math Performance index: High Needs Students ","58.0 ","75 ",38.7,50,77.4,"49.9","0390111","201516"
"Science Performance index: All Students ","59.4 ","75 ",39.6,50,79.2,"57.5","0390111","201516"
"Science Performance index: High Needs Students ","N/A ","75 ",0,0,0,"47.0","0390111","201516"
"ELA Academic growth: ELA Performance index: All Students ","59.0% ","100% ",59,100,59,"63.8%","0390111","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","42.5% ","100% ",42.5,100,42.5,"58.3%","0390111","201516"
"Math Academic growth: Math Performance index: All Students ","68.6% ","100% ",68.6,100,68.6,"65.0%","0390111","201516"
"Math Academic growth: Math Performance index: High Needs Students ","63.0% ","100% ",63,100,63,"57.4%","0390111","201516"
"Chronic absenteeism: Science Performance index: All Students ","3.4% ","<=5% ",50,50,100,"9.6%","0390111","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","2.5% ","<=5% ",50,50,100,"15.6%","0390111","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","0390111","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","0390111","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","0390111","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","0390111","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","0390111","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","0390111","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","92.7% | 84.2% ","75% ",50,50,100,"89.2% | 50.5%","0390111","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","0390111","201516"
"ELA: All Students ","N/A ","75 ",0,0,0,"67.9","0400111","201415"
"ELA: High Needs Students ","N/A ","75 ",0,0,0,"56.7","0400111","201415"
"Math: All Students ","N/A ","75 ",0,0,0,"59.3","0400111","201415"
"Math: High Needs Students ","N/A ","75 ",0,0,0,"47.8","0400111","201415"
"Science: All Students ","N/A ","75 ",0,0,0,"56.5","0400111","201415"
"Science: High Needs Students ","N/A ","75 ",0,0,0,"45.9","0400111","201415"
"Chronic absenteeism: All Students ","6.3% ","<=5% ",47.4,50,94.9,"10.6%","0400111","201415"
"Chronic absenteeism: High Needs Students ","24.0% ","<=5% ",12,50,24,"17.3%","0400111","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","0400111","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","0400111","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","N/A | N/A ","75% ",0,0,0,"87.6% | 51.0%","0400111","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","0400111","201415"
"Accountability Index ","","",59.4,100,59.4,"","0400111","201415"
"ELA Performance index: All Students ","N/A ","75 ",0,0,0,"67.7","0400111","201516"
"ELA Performance index: High Needs Students ","N/A ","75 ",0,0,0,"56.7","0400111","201516"
"Math Performance index: All Students ","N/A ","75 ",0,0,0,"61.4","0400111","201516"
"Math Performance index: High Needs Students ","N/A ","75 ",0,0,0,"49.9","0400111","201516"
"Science Performance index: All Students ","N/A ","75 ",0,0,0,"57.5","0400111","201516"
"Science Performance index: High Needs Students ","N/A ","75 ",0,0,0,"47.0","0400111","201516"
"ELA Academic growth: ELA Performance index: All Students ","N/A ","100% ",0,0,0,"63.8%","0400111","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","100% ",0,0,0,"58.3%","0400111","201516"
"Math Academic growth: Math Performance index: All Students ","N/A ","100% ",0,0,0,"65.0%","0400111","201516"
"Math Academic growth: Math Performance index: High Needs Students ","N/A ","100% ",0,0,0,"57.4%","0400111","201516"
"Chronic absenteeism: Science Performance index: All Students ","7.1% ","<=5% ",45.7,50,91.4,"9.6%","0400111","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","22.5% ","<=5% ",15,50,30,"15.6%","0400111","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","0400111","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","0400111","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","0400111","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","0400111","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","0400111","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","0400111","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","N/A | N/A ","75% ",0,0,0,"89.2% | 50.5%","0400111","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","0400111","201516"
"ELA: All Students ","79.5 ","75 ",100,100,100,"67.9","0400211","201415"
"ELA: High Needs Students ","67.0 ","75 ",89.3,100,89.3,"56.7","0400211","201415"
"Math: All Students ","75.1 ","75 ",100,100,100,"59.3","0400211","201415"
"Math: High Needs Students ","63.5 ","75 ",84.6,100,84.6,"47.8","0400211","201415"
"Science: All Students ","60.8 ","75 ",81,100,81,"56.5","0400211","201415"
"Science: High Needs Students ","N/A ","75 ",0,0,0,"45.9","0400211","201415"
"Chronic absenteeism: All Students ","6.0% ","<=5% ",48,50,96.1,"10.6%","0400211","201415"
