"category","chron_abs_count","chron_abs_rate","susp_exp_count","susp_exp_rate","school_id","year"
"Eligible for Free or Reduced-Price Meals ","16 ","11.0 ","* ","*","0490411","201415"
"Students with Disabilities ","7 ","17.9 ","* ","*","0490411","201415"
"School ","21 ","7.6 ","* ","*","0490411","201415"
"District ","","12.0 ","","8.1","0490411","201415"
"Male 14 ","10.4 ",NA,"0","0","0490411","201516"
"Black or African American * ","* ",NA,"0","0","0490411","201516"
"Hispanic or Latino * ","* ",NA,"0","0","0490411","201516"
"White 18 ","10.2 ",NA,"0","0","0490411","201516"
"English Language Learners 0 ","0.0 ",NA,"0","0","0490411","201516"
"Eligible for Free or Reduced-Price Meals 20 ","14.4 ",NA,"0","0","0490411","201516"
"Students with Disabilities * ","* ",NA,"0","0","0490411","201516"
"School 27 ","10.2 ",NA,"0","0","0490411","201516"
"District ","11.9 ",NA,NA,"8","0490411","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,NA,NA,"0490411","201516"
"Male 0 ","0.0 ",NA,"0 ","*","0491011","201516"
"Black or African American 0 ","0.0 ",NA,"0 ","*","0491011","201516"
"Hispanic or Latino 0 ","0.0 ",NA,"0 ","*","0491011","201516"
"White 0 ","0.0 ",NA,"0 ","*","0491011","201516"
"English Language Learners N/A ","N/A ",NA,"N/A ","N/A","0491011","201516"
"Eligible for Free or Reduced-Price Meals 0 ","0.0 ",NA,"0 ","0.0","0491011","201516"
"Students with Disabilities 0 ","0.0 ",NA,"0 ","*","0491011","201516"
"School 0 ","0.0 ",NA,"0 ","0.0","0491011","201516"
"District ","11.9 ",NA,"","8.0","0491011","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","0491011","201516"
"Female ","11 ","9.1 ","0 ","0.0","0491111","201314"
"Male ","10 ","9.5 ","* ","*","0491111","201314"
"Black or African American ","0 ","* ","0 ","*","0491111","201314"
"Hispanic or Latino ","* ","* ","* ","*","0491111","201314"
"White ","17 ","8.6 ","* ","*","0491111","201314"
"English Language Learners ","* ","* ","0 ","*","0491111","201314"
"Eligible for Free or Reduced-Price Meals ","9 ","18.4 ","* ","*","0491111","201314"
"Students with Disabilities ","7 ","20.0 ","0 ","0.0","0491111","201314"
"School ","21 ","9.3 ","* ","*","0491111","201314"
"District ","","12.0 ","","8.6","0491111","201314"
"Female ","10 ","8.8 ","0 ","0.0","0491111","201415"
"Male ","8 ","7.3 ","* ","*","0491111","201415"
"Black or African American ","* ","* ","0 ","*","0491111","201415"
"Hispanic or Latino ","* ","* ","0 ","*","0491111","201415"
"White ","14 ","7.2 ","* ","*","0491111","201415"
"English Language Learners ","* ","* ","0 ","*","0491111","201415"
"Eligible for Free or Reduced-Price Meals ","8 ","15.1 ","* ","*","0491111","201415"
"Students with Disabilities ","6 ","15.8 ","* ","*","0491111","201415"
"School ","18 ","8.1 ","* ","*","0491111","201415"
"District ","","12.0 ","","8.1","0491111","201415"
"Male 6 ","4.9 ",NA,"* ","*","0491111","201516"
"Black or African American * ","* ",NA,"0 ","*","0491111","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","0491111","201516"
"White 6 ","3.3 ",NA,"0 ","0.0","0491111","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","0491111","201516"
"Eligible for Free or Reduced-Price Meals 11 ","18.3 ",NA,"* ","*","0491111","201516"
"Students with Disabilities * ","* ",NA,"* ","*","0491111","201516"
"School 16 ","7.2 ",NA,"* ","*","0491111","201516"
"District ","11.9 ",NA,"","8.0","0491111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","0491111","201516"
"Female ","10 ","5.9 ","0 ","0.0","0491311","201314"
"Male ","13 ","7.8 ","7 ","4.1","0491311","201314"
"Black or African American ","* ","* ","* ","*","0491311","201314"
"Hispanic or Latino ","* ","* ","* ","*","0491311","201314"
"White ","18 ","7.1 ","* ","*","0491311","201314"
"English Language Learners ","* ","* ","0 ","*","0491311","201314"
"Eligible for Free or Reduced-Price Meals ","13 ","10.5 ","* ","*","0491311","201314"
"Students with Disabilities ","11 ","20.0 ","* ","*","0491311","201314"
"School ","23 ","6.8 ","7 ","2.0","0491311","201314"
"District ","","12.0 ","","8.6","0491311","201314"
"Female ","9 ","5.3 ","* ","*","0491311","201415"
"Male ","17 ","10.6 ","* ","*","0491311","201415"
"Black or African American ","* ","* ","* ","*","0491311","201415"
"Hispanic or Latino ","* ","* ","* ","*","0491311","201415"
"White ","15 ","6.0 ","6 ","2.4","0491311","201415"
"English Language Learners ","0 ","* ","0 ","*","0491311","201415"
"Eligible for Free or Reduced-Price Meals ","19 ","15.2 ","10 ","7.5","0491311","201415"
"Students with Disabilities ","6 ","12.0 ","* ","*","0491311","201415"
"School ","26 ","7.9 ","12 ","3.6","0491311","201415"
"District ","","12.0 ","","8.1","0491311","201415"
"Male * ","* ",NA,"* ","*","0491311","201516"
"Black or African American * ","* ",NA,"0 ","*","0491311","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","0491311","201516"
"White 11 ","4.6 ",NA,"* ","*","0491311","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","0491311","201516"
"Eligible for Free or Reduced-Price Meals 11 ","8.2 ",NA,"* ","*","0491311","201516"
"Students with Disabilities 6 ","14.0 ",NA,"* ","*","0491311","201516"
"School 17 ","5.2 ",NA,"9 ","2.7","0491311","201516"
"District ","11.9 ",NA,"","8.0","0491311","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","0491311","201516"
"Female ","16 ","7.8 ","* ","*","0491511","201314"
"Male ","12 ","5.8 ","* ","*","0491511","201314"
"Black or African American ","* ","* ","* ","*","0491511","201314"
"Hispanic or Latino ","6 ","11.8 ","* ","*","0491511","201314"
"White ","17 ","5.7 ","11 ","3.6","0491511","201314"
"English Language Learners ","0 ","* ","0 ","*","0491511","201314"
"Eligible for Free or Reduced-Price Meals ","16 ","10.0 ","12 ","7.1","0491511","201314"
"Students with Disabilities ","6 ","10.3 ","10 ","15.8","0491511","201314"
"School ","28 ","6.8 ","19 ","4.5","0491511","201314"
"District ","","12.0 ","","8.6","0491511","201314"
"Female ","13 ","6.6 ","* ","*","0491511","201415"
"Male ","7 ","3.6 ","* ","*","0491511","201415"
"Black or African American ","0 ","* ","* ","*","0491511","201415"
"Hispanic or Latino ","* ","* ","* ","*","0491511","201415"
"White ","12 ","4.1 ","9 ","3.0","0491511","201415"
"English Language Learners ","0 ","* ","0 ","*","0491511","201415"
"Eligible for Free or Reduced-Price Meals ","13 ","7.8 ","9 ","5.2","0491511","201415"
"Students with Disabilities ","* ","* ","* ","*","0491511","201415"
"School ","20 ","5.1 ","19 ","4.8","0491511","201415"
"District ","","12.0 ","","8.1","0491511","201415"
"Male 13 ","6.2 ",NA,"9 ","4.3","0491511","201516"
"Black or African American * ","* ",NA,"* ","*","0491511","201516"
"Hispanic or Latino 6 ","10.7 ",NA,"* ","*","0491511","201516"
"White 15 ","5.0 ",NA,"* ","*","0491511","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","0491511","201516"
"Eligible for Free or Reduced-Price Meals 19 ","10.6 ",NA,"8 ","4.3","0491511","201516"
"Students with Disabilities 6 ","11.1 ",NA,"* ","*","0491511","201516"
"School 27 ","6.4 ",NA,"9 ","2.1","0491511","201516"
"District ","11.9 ",NA,"","8.0","0491511","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","0491511","201516"
"Female ","11 ","6.4 ","* ","*","0491611","201314"
"Male ","21 ","10.0 ","* ","*","0491611","201314"
"Black or African American ","* ","* ","7 ","28.0","0491611","201314"
"Hispanic or Latino ","9 ","15.0 ","* ","*","0491611","201314"
"White ","14 ","5.5 ","12 ","4.6","0491611","201314"
"English Language Learners ","0 ","* ","0 ","*","0491611","201314"
"Eligible for Free or Reduced-Price Meals ","22 ","14.7 ","20 ","12.9","0491611","201314"
"Students with Disabilities ","11 ","18.3 ","11 ","16.1","0491611","201314"
"School ","32 ","8.4 ","25 ","6.5","0491611","201314"
"District ","","12.0 ","","8.6","0491611","201314"
"Female ","8 ","4.2 ","* ","*","0491611","201415"
"Male ","8 ","4.1 ","* ","*","0491611","201415"
"Black or African American ","* ","* ","* ","*","0491611","201415"
"Hispanic or Latino ","* ","* ","0 ","0.0","0491611","201415"
"White ","9 ","3.2 ","* ","*","0491611","201415"
"English Language Learners ","0 ","* ","0 ","*","0491611","201415"
"Eligible for Free or Reduced-Price Meals ","13 ","8.3 ","8 ","4.7","0491611","201415"
"Students with Disabilities ","* ","* ","* ","*","0491611","201415"
"School ","16 ","4.2 ","10 ","2.5","0491611","201415"
"District ","","12.0 ","","8.1","0491611","201415"
"Male 10 ","5.0 ",NA,"* ","*","0491611","201516"
"Black or African American * ","* ",NA,"* ","*","0491611","201516"
"Hispanic or Latino 8 ","13.3 ",NA,"* ","*","0491611","201516"
"White 13 ","4.3 ",NA,"10 ","3.3","0491611","201516"
"English Language Learners 0 ","* ",NA,"* ","*","0491611","201516"
"Eligible for Free or Reduced-Price Meals 21 ","12.5 ",NA,"11 ","6.3","0491611","201516"
"Students with Disabilities * ","* ",NA,"* ","*","0491611","201516"
"School 27 ","6.5 ",NA,"20 ","4.8","0491611","201516"
"District ","11.9 ",NA,"","8.0","0491611","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","0491611","201516"
"Female ","15 ","8.8 ","0 ","0.0","0491811","201314"
"Male ","19 ","10.7 ","* ","*","0491811","201314"
"Black or African American ","* ","* ","* ","*","0491811","201314"
"Hispanic or Latino ","* ","* ","0 ","0.0","0491811","201314"
"White ","20 ","8.3 ","* ","*","0491811","201314"
"English Language Learners ","0 ","* ","0 ","*","0491811","201314"
"Eligible for Free or Reduced-Price Meals ","19 ","12.8 ","* ","*","0491811","201314"
"Students with Disabilities ","8 ","18.6 ","* ","*","0491811","201314"
"School ","34 ","9.8 ","* ","*","0491811","201314"
"District ","","12.0 ","","8.6","0491811","201314"
"Female ","14 ","8.4 ","0 ","0.0","0491811","201415"
"Male ","18 ","9.2 ","* ","*","0491811","201415"
"Black or African American ","* ","* ","* ","*","0491811","201415"
"Hispanic or Latino ","* ","* ","0 ","0.0","0491811","201415"
"White ","19 ","7.7 ","* ","*","0491811","201415"
"English Language Learners ","0 ","* ","0 ","*","0491811","201415"
"Eligible for Free or Reduced-Price Meals ","23 ","13.4 ","* ","*","0491811","201415"
"Students with Disabilities ","8 ","18.6 ","* ","*","0491811","201415"
"School ","32 ","8.9 ","* ","*","0491811","201415"
"District ","","12.0 ","","8.1","0491811","201415"
"Male 30 ","14.9 ",NA,"0","0.0","0491811","201516"
"Black or African American * ","* ",NA,"0","0.0","0491811","201516"
"Hispanic or Latino 8 ","14.8 ",NA,"0","0.0","0491811","201516"
"White 24 ","9.5 ",NA,"0","0.0","0491811","201516"
"English Language Learners * ","* ",NA,"0","*","0491811","201516"
"Eligible for Free or Reduced-Price Meals 29 ","17.3 ",NA,"0","0.0","0491811","201516"
"Students with Disabilities 10 ","22.7 ",NA,"0","0.0","0491811","201516"
"School 44 ","12.0 ",NA,"0","0.0","0491811","201516"
"District ","11.9 ",NA,NA,"8.0","0491811","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,NA,"","0491811","201516"
"Female ","94 ","17.5 ","36 ","6.6","0495211","201314"
"Male ","97 ","16.6 ","126 ","21.3","0495211","201314"
"Black or African American ","14 ","22.2 ","14 ","22.9","0495211","201314"
"Hispanic or Latino ","24 ","20.7 ","25 ","21.1","0495211","201314"
"White ","141 ","16.6 ","114 ","13.3","0495211","201314"
"English Language Learners ","* ","* ","* ","*","0495211","201314"
"Eligible for Free or Reduced-Price Meals ","102 ","26.6 ","81 ","20.7","0495211","201314"
"Students with Disabilities ","34 ","23.4 ","26 ","17.1","0495211","201314"
"School ","191 ","17.0 ","162 ","14.3","0495211","201314"
"District ","","12.0 ","","8.6","0495211","201314"
"Female ","77","14.3 ","37 ","6.8","0495211","201415"
"Male ","97","17.2 ","113 ","19.8","0495211","201415"
"Black or African American ","11","16.2 ","18 ","26.4","0495211","201415"
"Hispanic or Latino ","28","20.4 ","30 ","21.4","0495211","201415"
"White ","118","14.7 ","86 ","10.6","0495211","201415"
"English Language Learners ","0","* ","* ","*","0495211","201415"
"Eligible for Free or Reduced-Price Meals ","101","24.9 ","102 ","23.3","0495211","201415"
"Students with Disabilities ","42","27.6 ","45 ","27.6","0495211","201415"
"School ","174","15.8 ","150 ","13.5","0495211","201415"
"District ",NA,"12.0 ","","8.1","0495211","201415"
"Male 84 ","15.3 ","99",NA,"17.9","0495211","201516"
"Black or African American 16 ","27.6 ","22",NA,"36.1","0495211","201516"
"Hispanic or Latino 24 ","16.8 ","20",NA,"13.9","0495211","201516"
"White 105 ","13.4 ","66",NA,"8.4","0495211","201516"
"English Language Learners 0 ","* ","0",NA,"*","0495211","201516"
"Eligible for Free or Reduced-Price Meals 104 ","25.2 ","82",NA,"18.3","0495211","201516"
"Students with Disabilities 42 ","27.3 ","37",NA,"23.0","0495211","201516"
"School 160 ","14.7 ","122",NA,"11.1","0495211","201516"
"District ","11.9 ",NA,NA,"8.0","0495211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","",NA,NA,"","0495211","201516"
"Female ","53","15.3 ","35","10.0","0496111","201314"
"Male ","42","11.9 ","57","15.8","0496111","201314"
"Black or African American ","9","17.3 ","6","11.5","0496111","201314"
"Hispanic or Latino ","7","9.7 ","13","17.3","0496111","201314"
"White ","75","13.6 ","69","12.4","0496111","201314"
"English Language Learners ","0","* ","0","*","0496111","201314"
"Eligible for Free or Reduced-Price Meals ","59","22.7 ","57","20.6","0496111","201314"
"Students with Disabilities ","17","20.7 ","19","20.2","0496111","201314"
"School ","95","13.6 ","92","12.9","0496111","201314"
"District ",NA,"12.0 ",NA,"8.6","0496111","201314"
"Female ","73","20.5 ","38","10.6","0496111","201415"
"Male ","47","14.2 ","60","17.6","0496111","201415"
"Black or African American ","7","13.7 ","8","15.6","0496111","201415"
"Hispanic or Latino ","13","17.8 ","9","12.1","0496111","201415"
"White ","91","17.4 ","78","14.7","0496111","201415"
"English Language Learners ","0","* ","0","*","0496111","201415"
"Eligible for Free or Reduced-Price Meals ","65","25.4 ","70","24.5","0496111","201415"
"Students with Disabilities ","28","32.6 ","24","26.3","0496111","201415"
"School ","120","17.4 ","98","14.0","0496111","201415"
"District ",NA,"12.0 ",NA,"8.1","0496111","201415"
"Male 55 ","15.4 ","89",NA,"24.3","0496111","201516"
"Black or African American 9 ","14.8 ","14",NA,"23.0","0496111","201516"
"Hispanic or Latino 23 ","23.5 ","21",NA,"21.0","0496111","201516"
"White 86 ","16.8 ","79",NA,"15.2","0496111","201516"
"English Language Learners * ","* ","0",NA,"*","0496111","201516"
"Eligible for Free or Reduced-Price Meals 71 ","26.7 ","71",NA,"23.8","0496111","201516"
"Students with Disabilities 27 ","30.3 ","28",NA,"28.3","0496111","201516"
"School 124 ","17.2 ","119",NA,"16.3","0496111","201516"
"District ","11.9 ",NA,NA,"8.0","0496111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","",NA,NA,"","0496111","201516"
"Female ","* ","* ","0 ","0.0","0500111","201314"
"Male ","* ","* ","6 ","2.1","0500111","201314"
"Black or African American ","0 ","* ","0 ","*","0500111","201314"
"Hispanic or Latino ","* ","* ","0 ","0.0","0500111","201314"
"White ","7 ","1.8 ","* ","*","0500111","201314"
"English Language Learners ","* ","* ","0 ","*","0500111","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","0500111","201314"
"Students with Disabilities ","* ","* ","0 ","0.0","0500111","201314"
"School ","11 ","2.4 ","6 ","1.1","0500111","201314"
"District ","","2.4 ","","1.1","0500111","201314"
"Female ","* ","* ","0 ","0.0","0500111","201415"
"Male ","* ","* ","* ","*","0500111","201415"
"Black or African American ","0 ","* ","0 ","*","0500111","201415"
"Hispanic or Latino ","* ","* ","0 ","0.0","0500111","201415"
"White ","* ","* ","* ","*","0500111","201415"
"English Language Learners ","0 ","* ","0 ","*","0500111","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","0500111","201415"
"Students with Disabilities ","* ","* ","0 ","0.0","0500111","201415"
"School ","11 ","2.7 ","* ","*","0500111","201415"
"District ","","2.7 ","","*","0500111","201415"
"Male * ","* ",NA,"0","0.0","0500111","201516"
"Black or African American * ","* ",NA,"0","*","0500111","201516"
"Hispanic or Latino * ","* ",NA,"0","0.0","0500111","201516"
"White 9 ","2.8 ",NA,"0","0.0","0500111","201516"
"English Language Learners 0 ","* ",NA,"0","*","0500111","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"0","0.0","0500111","201516"
"Students with Disabilities 0 ","0.0 ",NA,"0","0.0","0500111","201516"
"School 11 ","3.0 ",NA,"0","0.0","0500111","201516"
"District ","3.2 ",NA,NA,"0.0","0500111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,NA,"","0500111","201516"
"Female ","* ","* ","0 ","0.0","0510111","201314"
"Male ","* ","* ","0 ","0.0","0510111","201314"
"Black or African American ","0 ","* ","0 ","*","0510111","201314"
"Hispanic or Latino ","0 ","* ","0 ","*","0510111","201314"
"White ","* ","* ","0 ","0.0","0510111","201314"
"English Language Learners ","N/A ","N/A ","N/A ","N/A","0510111","201314"
"Eligible for Free or Reduced-Price Meals ","0 ","* ","0 ","*","0510111","201314"
"Students with Disabilities ","* ","* ","0 ","0.0","0510111","201314"
"School ","7 ","2.6 ","0 ","0.0","0510111","201314"
"District ","","3.6 ","","2.0","0510111","201314"
"Female ","* ","* ","0","0.0","0510111","201415"
"Male ","* ","* ","0","0.0","0510111","201415"
"Black or African American ","0 ","* ","0","*","0510111","201415"
