"","category","count","rate","school_id","year"
"2098","Intellectual Disability "," ","","0151411","201314"
"2099","Learning Disability ","27 ","55.1","0151411","201314"
"2100","Other Health Impairment ","11 ","","0151411","201314"
"2101","Other Disabilities "," ","","0151411","201314"
"2102","Speech/Language Impairment ","6 ","","0151411","201314"
"2103","School ","50 ","47.1","0151411","201314"
"2104","District ","","38.2","0151411","201314"
"2105","Autism ","20 ","86.9","0151411","201415"
"2106","Emotional Disturbance ","0 ","0.0","0151411","201415"
"2107","Intellectual Disability ","7 ","","0151411","201415"
"2108","Learning Disability ","52 ","88.1","0151411","201415"
"2109","Other Health Impairment ","18 ","90.0","0151411","201415"
"2110","Other Disabilities "," ","","0151411","201415"
"2111","Speech/Language Impairment ","15 ","","0151411","201415"
"2112","School ","114 ","86.3","0151411","201415"
"2113","District ","","71.7","0151411","201415"
"2114","Autism ","20 ","86.9","0151411","201415"
"2115","Emotional Disturbance ","0 ","0.0","0151411","201415"
"2116","Intellectual Disability ","7 ","","0151411","201415"
"2117","Learning Disability ","52 ","88.1","0151411","201415"
"2118","Other Health Impairment ","18 ","90.0","0151411","201415"
"2119","Other Disabilities "," ","","0151411","201415"
"2120","Speech/Language Impairment ","15 ","","0151411","201415"
"2121","School ","114 ","86.3","0151411","201415"
"2122","District ","","71.7","0151411","201415"
"2123","Autism ","6 ","27.3","0151411","201516"
"2124","Emotional Disturbance "," ","","0151411","201516"
"2125","Intellectual Disability "," ","","0151411","201516"
"2126","Learning Disability ","50 ","79.4","0151411","201516"
"2127","Other Health Impairment ","18 ","","0151411","201516"
"2128","Other Disabilities "," ","","0151411","201516"
"2129","Speech/Language Impairment ","14 ","","0151411","201516"
"2130","School ","96 ","72.7","0151411","201516"
"2131","District ","","52.7","0151411","201516"
"2132","Autism ","6 ","27.3","0151411","201516"
"2133","Emotional Disturbance "," ","","0151411","201516"
"2134","Intellectual Disability "," ","","0151411","201516"
"2135","Learning Disability ","50 ","79.4","0151411","201516"
"2136","Other Health Impairment ","18 ","","0151411","201516"
"2137","Other Disabilities "," ","","0151411","201516"
"2138","Speech/Language Impairment ","14 ","","0151411","201516"
"2139","School ","96 ","72.7","0151411","201516"
"2140","District ","","52.7","0151411","201516"
"2141","Autism "," ","","0151511","201314"
"2142","Emotional Disturbance "," ","","0151511","201314"
"2143","Intellectual Disability "," ","","0151511","201314"
"2144","Learning Disability "," ","","0151511","201314"
"2145","Other Health Impairment "," ","","0151511","201314"
"2146","Other Disabilities "," ","","0151511","201314"
"2147","Speech/Language Impairment "," ","","0151511","201314"
"2148","School ","6 ","","0151511","201314"
"2149","District ","","38.2","0151511","201314"
"2150","⁴Ages 6-21","","","0151511","201314"
"2151","Emotional Disturbance "," ","","0151511","201415"
"2152","Intellectual Disability "," ","","0151511","201415"
"2153","Learning Disability ","6 ","","0151511","201415"
"2154","Other Health Impairment "," ","","0151511","201415"
"2155","Other Disabilities ","0 ","0.0","0151511","201415"
"2156","Speech/Language Impairment "," ","","0151511","201415"
"2157","School ","13 ","56.5","0151511","201415"
"2158","District ","","71.7","0151511","201415"
"2159","Emotional Disturbance "," ","","0151511","201516"
"2160","Intellectual Disability "," ","","0151511","201516"
"2161","Learning Disability ","10 ","","0151511","201516"
"2162","Other Health Impairment "," ","","0151511","201516"
"2163","Other Disabilities ","0 ","0.0","0151511","201516"
"2164","Speech/Language Impairment "," ","","0151511","201516"
"2165","School ","18 ","58.1","0151511","201516"
"2166","District ","","52.7","0151511","201516"
"2167","Autism ","0 ","0.0","0151611","201314"
"2168","Emotional Disturbance "," ","","0151611","201314"
"2169","Intellectual Disability "," ","","0151611","201314"
"2170","Learning Disability ","10 ","","0151611","201314"
"2171","Other Health Impairment "," ","","0151611","201314"
"2172","Other Disabilities "," ","","0151611","201314"
"2173","Speech/Language Impairment "," ","","0151611","201314"
"2174","School ","12 ","60.0","0151611","201314"
"2175","District ","","38.2","0151611","201314"
"2176","Autism "," ","","0151611","201415"
"2177","Emotional Disturbance "," ","","0151611","201415"
"2178","Intellectual Disability "," ","","0151611","201415"
"2179","Learning Disability ","30 ","90.9","0151611","201415"
"2180","Other Health Impairment "," ","","0151611","201415"
"2181","Other Disabilities "," ","","0151611","201415"
"2182","Speech/Language Impairment "," ","","0151611","201415"
"2183","School ","41 ","87.2","0151611","201415"
"2184","District ","","71.7","0151611","201415"
"2185","Autism "," ","","0151611","201516"
"2186","Emotional Disturbance "," ","","0151611","201516"
"2187","Intellectual Disability "," ","","0151611","201516"
"2188","Learning Disability ","28 ","87.5","0151611","201516"
"2189","Other Health Impairment ","10 ","","0151611","201516"
"2190","Other Disabilities "," ","","0151611","201516"
"2191","Speech/Language Impairment "," ","","0151611","201516"
"2192","School ","46 ","90.2","0151611","201516"
"2193","District ","","52.7","0151611","201516"
"2194","Autism ","0 ","0.0","0151711","201314"
"2195","Emotional Disturbance "," ","","0151711","201314"
"2196","Intellectual Disability ","0 ","0.0","0151711","201314"
"2197","Learning Disability ","0 ","0.0","0151711","201314"
"2198","Other Health Impairment ","0 ","0.0","0151711","201314"
"2199","Other Disabilities ","0 ","0.0","0151711","201314"
"2200","Speech/Language Impairment ","7 ","","0151711","201314"
"2201","School ","7 ","19.4","0151711","201314"
"2202","District ","","38.2","0151711","201314"
"2203","Autism "," ","","0151711","201415"
"2204","Emotional Disturbance "," ","","0151711","201415"
"2205","Intellectual Disability ","9 ","","0151711","201415"
"2206","Learning Disability "," ","","0151711","201415"
"2207","Other Health Impairment "," ","","0151711","201415"
"2208","Other Disabilities "," ","","0151711","201415"
"2209","Speech/Language Impairment ","7 ","","0151711","201415"
"2210","School ","27 ","69.2","0151711","201415"
"2211","District ","","71.7","0151711","201415"
"2212","Autism "," ","","0151711","201415"
"2213","Emotional Disturbance "," ","","0151711","201415"
"2214","Intellectual Disability ","9 ","","0151711","201415"
"2215","Learning Disability "," ","","0151711","201415"
"2216","Other Health Impairment "," ","","0151711","201415"
"2217","Other Disabilities "," ","","0151711","201415"
"2218","Speech/Language Impairment ","7 ","","0151711","201415"
"2219","School ","27 ","69.2","0151711","201415"
"2220","District ","","71.7","0151711","201415"
"2221","Autism ","0 ","0.0","0151711","201516"
"2222","Emotional Disturbance "," ","","0151711","201516"
"2223","Intellectual Disability "," ","","0151711","201516"
"2224","Learning Disability ","0 ","0.0","0151711","201516"
"2225","Other Health Impairment "," ","","0151711","201516"
"2226","Other Disabilities ","0 ","0.0","0151711","201516"
"2227","Speech/Language Impairment "," ","","0151711","201516"
"2228","School "," ","","0151711","201516"
"2229","District ","","52.7","0151711","201516"
"2230","Autism ","0 ","0.0","0151711","201516"
"2231","Emotional Disturbance "," ","","0151711","201516"
"2232","Intellectual Disability "," ","","0151711","201516"
"2233","Learning Disability ","0 ","0.0","0151711","201516"
"2234","Other Health Impairment "," ","","0151711","201516"
"2235","Other Disabilities ","0 ","0.0","0151711","201516"
"2236","Speech/Language Impairment "," ","","0151711","201516"
"2237","School "," ","","0151711","201516"
"2238","District ","","52.7","0151711","201516"
"2239","Autism "," ","","0152011","201314"
"2240","Emotional Disturbance "," ","","0152011","201314"
"2241","Intellectual Disability ","0 ","0.0","0152011","201314"
"2242","Learning Disability "," ","","0152011","201314"
"2243","Other Health Impairment "," ","","0152011","201314"
"2244","Other Disabilities "," ","","0152011","201314"
"2245","Speech/Language Impairment ","8 ","","0152011","201314"
"2246","School ","20 ","35.7","0152011","201314"
"2247","District ","","38.2","0152011","201314"
"2248","Autism ","13 ","","0152011","201415"
"2249","Emotional Disturbance "," ","","0152011","201415"
"2250","Intellectual Disability "," ","","0152011","201415"
"2251","Learning Disability ","11 ","","0152011","201415"
"2252","Other Health Impairment ","7 ","","0152011","201415"
"2253","Other Disabilities "," ","","0152011","201415"
"2254","Speech/Language Impairment ","9 ","","0152011","201415"
"2255","School ","40 ","78.4","0152011","201415"
"2256","District ","","71.7","0152011","201415"
"2257","Autism ","13 ","","0152011","201415"
"2258","Emotional Disturbance "," ","","0152011","201415"
"2259","Intellectual Disability "," ","","0152011","201415"
"2260","Learning Disability ","11 ","","0152011","201415"
"2261","Other Health Impairment ","7 ","","0152011","201415"
"2262","Other Disabilities "," ","","0152011","201415"
"2263","Speech/Language Impairment ","9 ","","0152011","201415"
"2264","School ","40 ","78.4","0152011","201415"
"2265","District ","","71.7","0152011","201415"
"2266","Autism ","10 ","47.6","0152011","201516"
"2267","Emotional Disturbance "," ","","0152011","201516"
"2268","Intellectual Disability ","0 ","0.0","0152011","201516"
"2269","Learning Disability ","8 ","","0152011","201516"
"2270","Other Health Impairment "," ","","0152011","201516"
"2271","Other Disabilities "," ","","0152011","201516"
"2272","Speech/Language Impairment "," ","","0152011","201516"
"2273","School ","27 ","44.3","0152011","201516"
"2274","District ","","52.7","0152011","201516"
"2275","Autism ","10 ","47.6","0152011","201516"
"2276","Emotional Disturbance "," ","","0152011","201516"
"2277","Intellectual Disability ","0 ","0.0","0152011","201516"
"2278","Learning Disability ","8 ","","0152011","201516"
"2279","Other Health Impairment "," ","","0152011","201516"
"2280","Other Disabilities "," ","","0152011","201516"
"2281","Speech/Language Impairment "," ","","0152011","201516"
"2282","School ","27 ","44.3","0152011","201516"
"2283","District ","","52.7","0152011","201516"
"2284","Autism "," ","","0152111","201314"
"2285","Emotional Disturbance "," ","","0152111","201314"
"2286","Intellectual Disability ","0 ","0.0","0152111","201314"
"2287","Learning Disability "," ","","0152111","201314"
"2288","Other Health Impairment "," ","","0152111","201314"
"2289","Other Disabilities "," ","","0152111","201314"
"2290","Speech/Language Impairment "," ","","0152111","201314"
"2291","School ","11 ","52.3","0152111","201314"
"2292","District ","","38.2","0152111","201314"
"2293","Autism "," ","","0152111","201415"
"2294","Emotional Disturbance "," ","","0152111","201415"
"2295","Intellectual Disability "," ","","0152111","201415"
"2296","Learning Disability ","14 ","","0152111","201415"
"2297","Other Health Impairment "," ","","0152111","201415"
"2298","Other Disabilities "," ","","0152111","201415"
"2299","Speech/Language Impairment ","6 ","","0152111","201415"
"2300","School ","27 ","96.4","0152111","201415"
"2301","District ","","71.7","0152111","201415"
"2302","Autism "," ","","0152111","201415"
"2303","Emotional Disturbance "," ","","0152111","201415"
"2304","Intellectual Disability "," ","","0152111","201415"
"2305","Learning Disability ","14 ","","0152111","201415"
"2306","Other Health Impairment "," ","","0152111","201415"
"2307","Other Disabilities "," ","","0152111","201415"
"2308","Speech/Language Impairment ","6 ","","0152111","201415"
"2309","School ","27 ","96.4","0152111","201415"
"2310","District ","","71.7","0152111","201415"
"2311","Autism "," ","","0152111","201516"
"2312","Emotional Disturbance "," ","","0152111","201516"
"2313","Intellectual Disability "," ","","0152111","201516"
"2314","Learning Disability ","10 ","","0152111","201516"
"2315","Other Health Impairment "," ","","0152111","201516"
"2316","Other Disabilities "," ","","0152111","201516"
"2317","Speech/Language Impairment ","6 ","","0152111","201516"
"2318","School ","24 ","77.4","0152111","201516"
"2319","District ","","52.7","0152111","201516"
"2320","Autism "," ","","0152111","201516"
"2321","Emotional Disturbance "," ","","0152111","201516"
"2322","Intellectual Disability "," ","","0152111","201516"
"2323","Learning Disability ","10 ","","0152111","201516"
"2324","Other Health Impairment "," ","","0152111","201516"
"2325","Other Disabilities "," ","","0152111","201516"
"2326","Speech/Language Impairment ","6 ","","0152111","201516"
"2327","School ","24 ","77.4","0152111","201516"
"2328","District ","","52.7","0152111","201516"
"2329","Autism "," ","","0152211","201314"
"2330","Emotional Disturbance "," ","","0152211","201314"
"2331","Intellectual Disability ","0 ","0.0","0152211","201314"
"2332","Learning Disability ","17 ","47.2","0152211","201314"
"2333","Other Health Impairment ","8 ","","0152211","201314"
"2334","Other Disabilities "," ","","0152211","201314"
"2335","Speech/Language Impairment ","10 ","","0152211","201314"
"2336","School ","43 ","37.7","0152211","201314"
"2337","District ","","38.2","0152211","201314"
"2338","Autism ","7 ","","0152211","201415"
"2339","Emotional Disturbance "," ","","0152211","201415"
"2340","Intellectual Disability "," ","","0152211","201415"
"2341","Learning Disability ","31 ","79.4","0152211","201415"
"2342","Other Health Impairment ","18 ","78.2","0152211","201415"
"2343","Other Disabilities ","12 ","54.5","0152211","201415"
