"category","ela.count","ela.spi","math.count","math.spi","sci.count","sci.spi","school_id","year"
"Not Eligible for Free or Reduced-Price Meals ","43 ","58.3 ","43 ","52.9 ","8 ","*","0432211","201415"
"Students with Disabilities ","41 ","41.5 ","40 ","35.5 ","6 ","*","0432211","201415"
"Students without Disabilities ","151 ","61.5 ","149 ","55.1 ","35 ","44.1","0432211","201415"
"High Needs ","156 ","56.1 ","153 ","49.5 ","* ","*","0432211","201415"
"Non-High Needs ","36 ","62.0 ","36 ","57.4 ","* ","*","0432211","201415"
"School ","192 ","57.2 ","189 ","51.0 ","41 ","41.8","0432211","201415"
"Asian ","6 ","* ","6 ","* ","* ","*","0432211","201516"
"Black or African American ","51 ","56.7 ","50 ","49.9 ","16 ","*","0432211","201516"
"Hispanic or Latino ","75 ","57.5 ","74 ","51.9 ","23 ","44.8","0432211","201516"
"Native Hawaiian or Other Pacific Islander ","* ","* ","* ","* ","0 ","N/A","0432211","201516"
"Two or More Races ","* ","* ","* ","* ","0 ","N/A","0432211","201516"
"White ","7 ","* ","7 ","* ","* ","*","0432211","201516"
"English Language Learners ","22 ","53.4 ","21 ","45.9 ","* ","*","0432211","201516"
"Non-English Language Learners ","120 ","58.7 ","119 ","52.9 ","* ","*","0432211","201516"
"Eligible for Free or Reduced-Price Meals ","110 ","57.1 ","108 ","50.9 ","37 ","42.6","0432211","201516"
"Not Eligible for Free or Reduced-Price Meals ","32 ","60.6 ","32 ","55.1 ","8 ","*","0432211","201516"
"Students with Disabilities ","35 ","43.4 ","35 ","38.5 ","11 ","*","0432211","201516"
"Students without Disabilities ","107 ","62.6 ","105 ","56.3 ","34 ","46.3","0432211","201516"
"High Needs ","118 ","56.7 ","116 ","50.4 ","38 ","43.4","0432211","201516"
"Non-High Needs ","24 ","63.4 ","24 ","58.5 ","7 ","*","0432211","201516"
"School ","142 ","57.8 ","140 ","51.8 ","45 ","43.1","0432211","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","0432411","201415"
"Asian ","* ","* ","* ","* ","* ","*","0432411","201415"
"Black or African American ","52 ","58.5 ","52 ","46.0 ","21 ","41.3","0432411","201415"
"Hispanic or Latino ","64 ","58.6 ","63 ","45.0 ","27 ","45.9","0432411","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","0432411","201415"
"Two or More Races ","0 ","N/A ","0 ","N/A ","0 ","N/A","0432411","201415"
"White ","* ","* ","* ","* ","* ","*","0432411","201415"
"English Language Learners ","14 ","* ","13 ","* ","* ","*","0432411","201415"
"Non-English Language Learners ","126 ","61.3 ","126 ","48.9 ","* ","*","0432411","201415"
"Eligible for Free or Reduced-Price Meals ","108 ","57.8 ","107 ","45.6 ","49 ","44.6","0432411","201415"
"Not Eligible for Free or Reduced-Price Meals ","32 ","70.2 ","32 ","57.4 ","12 ","*","0432411","201415"
"Students with Disabilities ","18 ","* ","17 ","* ","6 ","*","0432411","201415"
"Students without Disabilities ","122 ","63.5 ","122 ","50.2 ","55 ","48.9","0432411","201415"
"High Needs ","110 ","57.8 ","109 ","45.6 ","50 ","45.2","0432411","201415"
"Non-High Needs ","30 ","71.2 ","30 ","58.1 ","11 ","*","0432411","201415"
"School ","140 ","60.7 ","139 ","48.3 ","61 ","47.4","0432411","201415"
"Asian ","6 ","* ","6 ","* ","0","N/A","0432411","201516"
"Black or African American ","66 ","56.9 ","65 ","37.3 ","0","N/A","0432411","201516"
"Hispanic or Latino ","87 ","57.6 ","87 ","41.1 ","0","N/A","0432411","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0","N/A","0432411","201516"
"Two or More Races ","* ","* ","* ","* ","0","N/A","0432411","201516"
"White ","35 ","73.1 ","35 ","56.4 ","0","N/A","0432411","201516"
"English Language Learners ","13 ","* ","13 ","* ","0","N/A","0432411","201516"
"Non-English Language Learners ","183 ","60.7 ","182 ","43.1 ","0","N/A","0432411","201516"
"Eligible for Free or Reduced-Price Meals ","140 ","57.9 ","139 ","40.9 ","0","N/A","0432411","201516"
"Not Eligible for Free or Reduced-Price Meals ","56 ","67.1 ","56 ","48.5 ","0","N/A","0432411","201516"
"Students with Disabilities ","30 ","43.5 ","30 ","27.4 ","0","N/A","0432411","201516"
"Students without Disabilities ","166 ","63.6 ","165 ","45.9 ","0","N/A","0432411","201516"
"High Needs ","146 ","57.8 ","145 ","40.4 ","0","N/A","0432411","201516"
"Non-High Needs ","50 ","68.5 ","50 ","50.9 ","0","N/A","0432411","201516"
"School ","196 ","60.5 ","195 ","43.1 ","0","N/A","0432411","201516"
"American Indian or Alaska Native ","* ","* ","* ","* ","* ","*","0435111","201415"
"Asian ","76 ","69.0 ","76 ","54.8 ","34 ","56.3","0435111","201415"
"Black or African American ","384 ","51.7 ","384 ","41.5 ","184 ","47.8","0435111","201415"
"Hispanic or Latino ","468 ","52.0 ","465 ","41.2 ","190 ","46.0","0435111","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","0435111","201415"
"Two or More Races ","* ","* ","* ","* ","* ","*","0435111","201415"
"White ","156 ","59.1 ","156 ","50.0 ","75 ","54.9","0435111","201415"
"English Language Learners ","136 ","44.3 ","134 ","33.1 ","61 ","39.9","0435111","201415"
"Non-English Language Learners ","951 ","55.5 ","950 ","45.0 ","424 ","50.1","0435111","201415"
"Eligible for Free or Reduced-Price Meals ","789 ","52.3 ","785 ","41.6 ","333 ","46.5","0435111","201415"
"Not Eligible for Free or Reduced-Price Meals ","298 ","58.7 ","299 ","48.4 ","152 ","53.8","0435111","201415"
"Students with Disabilities ","194 ","36.3 ","194 ","28.2 ","91 ","37.1","0435111","201415"
"Students without Disabilities ","893 ","57.9 ","890 ","46.8 ","394 ","51.5","0435111","201415"
"High Needs ","842 ","52.0 ","839 ","41.3 ","369 ","46.5","0435111","201415"
"Non-High Needs ","245 ","61.1 ","245 ","51.1 ","116 ","56.2","0435111","201415"
"School ","1087 ","54.1 ","1084 ","43.5 ","485 ","48.8","0435111","201415"
"Asian ","59 ","70.6 ","59 ","61.1 ","29 ","58.7","0435111","201516"
"Black or African American ","335 ","52.4 ","334 ","42.7 ","149 ","44.7","0435111","201516"
"Hispanic or Latino ","465 ","52.1 ","462 ","42.2 ","197 ","44.9","0435111","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","0435111","201516"
"Two or More Races ","* ","* ","* ","* ","* ","*","0435111","201516"
"White ","153 ","60.3 ","152 ","50.8 ","68 ","52.4","0435111","201516"
"English Language Learners ","123 ","38.7 ","122 ","32.0 ","54 ","36.6","0435111","201516"
"Non-English Language Learners ","895 ","56.6 ","891 ","46.4 ","391 ","48.3","0435111","201516"
"Eligible for Free or Reduced-Price Meals ","716 ","52.2 ","711 ","42.6 ","305 ","44.9","0435111","201516"
"Not Eligible for Free or Reduced-Price Meals ","302 ","59.8 ","302 ","49.7 ","140 ","51.4","0435111","201516"
"Students with Disabilities ","195 ","38.8 ","193 ","30.2 ","81 ","32.7","0435111","201516"
"Students without Disabilities ","823 ","58.2 ","820 ","48.1 ","364 ","50.1","0435111","201516"
"High Needs ","765 ","51.5 ","760 ","41.9 ","331 ","44.2","0435111","201516"
"Non-High Needs ","253 ","63.4 ","253 ","53.0 ","114 ","54.8","0435111","201516"
"School ","1018 ","54.5 ","1013 ","44.7 ","445 ","46.9","0435111","201516"
"American Indian or Alaska Native ","* ","* ","* ","* ","* ","*","0436211","201415"
"Asian ","19 ","* ","19 ","* ","21 ","58.4","0436211","201415"
"Black or African American ","139 ","56.3 ","139 ","41.8 ","163 ","47.5","0436211","201415"
"Hispanic or Latino ","144 ","60.7 ","144 ","44.2 ","168 ","45.0","0436211","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436211","201415"
"Two or More Races ","0 ","* ","0 ","* ","0 ","*","0436211","201415"
"White ","70 ","69.3 ","70 ","50.3 ","65 ","57.6","0436211","201415"
"English Language Learners ","29 ","46.6 ","29 ","32.9 ","45 ","36.5","0436211","201415"
"Non-English Language Learners ","344 ","62.6 ","344 ","46.5 ","373 ","50.1","0436211","201415"
"Eligible for Free or Reduced-Price Meals ","229 ","57.9 ","229 ","41.9 ","289 ","45.5","0436211","201415"
"Not Eligible for Free or Reduced-Price Meals ","144 ","66.7 ","144 ","51.0 ","129 ","55.7","0436211","201415"
"Students with Disabilities ","53 ","39.4 ","53 ","28.7 ","62 ","37.1","0436211","201415"
"Students without Disabilities ","320 ","64.9 ","320 ","48.2 ","356 ","50.6","0436211","201415"
"High Needs ","247 ","57.3 ","247 ","41.9 ","307 ","45.2","0436211","201415"
"Non-High Needs ","126 ","69.2 ","126 ","52.5 ","111 ","58.0","0436211","201415"
"School ","373 ","61.3 ","373 ","45.4 ","418 ","48.6","0436211","201415"
"Asian ","21","60.3 ","21","56.3 ","* ","*","0436211","201516"
"Black or African American ","137","46.5 ","137","44.8 ","130 ","47.8","0436211","201516"
"Hispanic or Latino ","137","46.5 ","137","45.1 ","130 ","46.2","0436211","201516"
"Native Hawaiian or Other Pacific Islander ","0","N/A ","0","N/A ","0 ","N/A","0436211","201516"
"Two or More Races ","0","N/A ","0","N/A ","* ","*","0436211","201516"
"White ","54","55.4 ","54","53.7 ","46 ","55.2","0436211","201516"
"English Language Learners ","23","36.4 ","23","36.8 ","38 ","41.0","0436211","201516"
"Non-English Language Learners ","326","49.6 ","326","47.7 ","288 ","49.7","0436211","201516"
"Eligible for Free or Reduced-Price Meals ","221","46.5 ","221","45.6 ","218 ","46.4","0436211","201516"
"Not Eligible for Free or Reduced-Price Meals ","128","52.6 ","128","49.5 ","108 ","53.4","0436211","201516"
"Students with Disabilities ","46","34.9 ","46","34.0 ","58 ","35.1","0436211","201516"
"Students without Disabilities ","303","50.8 ","303","49.0 ","268 ","51.6","0436211","201516"
"High Needs ","240","45.7 ","240","44.7 ","238 ","46.2","0436211","201516"
"Non-High Needs ","109","55.5 ","109","52.1 ","88 ","55.6","0436211","201516"
"School ","349","48.7 ","349","47.0 ","326 ","48.7","0436211","201516"
"American Indian or Alaska Native ","* ","* ","* ","* ","* ","*","0436311","201415"
"Asian ","* ","* ","* ","* ","* ","*","0436311","201415"
"Black or African American ","15 ","* ","15 ","* ","22 ","58.4","0436311","201415"
"Hispanic or Latino ","8 ","* ","8 ","* ","9 ","*","0436311","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436311","201415"
"Two or More Races ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436311","201415"
"White ","17 ","* ","17 ","* ","11 ","*","0436311","201415"
"English Language Learners ","0 ","* ","0 ","* ","* ","*","0436311","201415"
"Non-English Language Learners ","47 ","81.1 ","47 ","67.5 ","* ","*","0436311","201415"
"Eligible for Free or Reduced-Price Meals ","19 ","* ","19 ","* ","20 ","56.9","0436311","201415"
"Not Eligible for Free or Reduced-Price Meals ","28 ","86.2 ","28 ","73.2 ","30 ","65.4","0436311","201415"
"Students with Disabilities ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436311","201415"
"Students without Disabilities ","47 ","81.1 ","47 ","67.5 ","50 ","62.0","0436311","201415"
"High Needs ","19 ","* ","19 ","* ","20 ","56.9","0436311","201415"
"Non-High Needs ","28 ","86.2 ","28 ","73.2 ","30 ","65.4","0436311","201415"
"School ","47 ","81.1 ","47 ","67.5 ","50 ","62.0","0436311","201415"
"Asian ","* ","* ","* ","* ","11","*","0436311","201516"
"Black or African American ","22 ","59.2 ","22 ","54.8 ","13","*","0436311","201516"
"Hispanic or Latino ","9 ","* ","9 ","* ","9","*","0436311","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0","N/A","0436311","201516"
"Two or More Races ","0 ","N/A ","0 ","N/A ","0","N/A","0436311","201516"
"White ","11 ","* ","11 ","* ","17","*","0436311","201516"
"English Language Learners ","0 ","N/A ","0 ","N/A ","0","N/A","0436311","201516"
"Non-English Language Learners ","50 ","64.3 ","50 ","59.0 ","50","63.6","0436311","201516"
"Eligible for Free or Reduced-Price Meals ","21 ","59.1 ","21 ","54.2 ","19","*","0436311","201516"
"Not Eligible for Free or Reduced-Price Meals ","29 ","68.0 ","29 ","62.5 ","31","66.0","0436311","201516"
"Students with Disabilities ","0 ","N/A ","0 ","N/A ","0","N/A","0436311","201516"
"Students without Disabilities ","50 ","64.3 ","50 ","59.0 ","50","63.6","0436311","201516"
"High Needs ","21 ","59.1 ","21 ","54.2 ","19","*","0436311","201516"
"Non-High Needs ","29 ","68.0 ","29 ","62.5 ","31","66.0","0436311","201516"
"School ","50 ","64.3 ","50 ","59.0 ","50","63.6","0436311","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436411","201415"
"Asian ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436411","201415"
"Black or African American ","6 ","* ","6 ","* ","8 ","*","0436411","201415"
"Hispanic or Latino ","* ","* ","* ","* ","* ","*","0436411","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436411","201415"
"Two or More Races ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436411","201415"
"White ","* ","* ","* ","* ","* ","*","0436411","201415"
"English Language Learners ","0 ","* ","0 ","* ","* ","*","0436411","201415"
"Non-English Language Learners ","10 ","* ","12 ","* ","* ","*","0436411","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","* ","*","0436411","201415"
"Not Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","* ","*","0436411","201415"
"Students with Disabilities ","* ","* ","* ","* ","* ","*","0436411","201415"
"Students without Disabilities ","* ","* ","* ","* ","* ","*","0436411","201415"
"High Needs ","* ","* ","* ","* ","* ","*","0436411","201415"
"Non-High Needs ","* ","* ","* ","* ","* ","*","0436411","201415"
"School ","10 ","* ","12 ","* ","19 ","*","0436411","201415"
"Asian ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436411","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","0436411","201516"
"Hispanic or Latino ","12 ","* ","12 ","* ","7 ","*","0436411","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436411","201516"
"Two or More Races ","0 ","N/A ","0 ","N/A ","0 ","N/A","0436411","201516"
"White ","* ","* ","* ","* ","* ","*","0436411","201516"
"English Language Learners ","* ","* ","* ","* ","* ","*","0436411","201516"
"Non-English Language Learners ","* ","* ","* ","* ","* ","*","0436411","201516"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","* ","*","0436411","201516"
"Not Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","* ","*","0436411","201516"
"Students with Disabilities ","6 ","* ","6 ","* ","* ","*","0436411","201516"
"Students without Disabilities ","17 ","* ","17 ","* ","* ","*","0436411","201516"
"High Needs ","* ","* ","* ","* ","* ","*","0436411","201516"
"Non-High Needs ","* ","* ","* ","* ","* ","*","0436411","201516"
"School ","23 ","32.8 ","23 ","33.1 ","13 ","*","0436411","201516"
"American Indian or Alaska Native ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Asian ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Black or African American ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Hispanic or Latino ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Native Hawaiian or Other Pacific Islander ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Two or More Races ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"White ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"English Language Learners ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Non-English Language Learners ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Eligible for Free or Reduced-Price Meals ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Not Eligible for Free or Reduced-Price Meals ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Students with Disabilities ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Students without Disabilities ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"High Needs ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Non-High Needs ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"School ","0","N/A ","0","N/A ","0","N/A","0440111","201415"
"Asian ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Black or African American ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Hispanic or Latino ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Native Hawaiian or Other Pacific Islander ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Two or More Races ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"White ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"English Language Learners ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Non-English Language Learners ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Eligible for Free or Reduced-Price Meals ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Not Eligible for Free or Reduced-Price Meals ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Students with Disabilities ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Students without Disabilities ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"High Needs ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"Non-High Needs ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"School ","0","N/A ","0","N/A ","0","N/A","0440111","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","0440711","201415"
"Asian ","* ","* ","* ","* ","* ","*","0440711","201415"
"Black or African American ","12 ","* ","12 ","* ","* ","*","0440711","201415"
"Hispanic or Latino ","40 ","60.9 ","40 ","55.0 ","11 ","*","0440711","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","0440711","201415"
"Two or More Races ","* ","* ","* ","* ","* ","*","0440711","201415"
"White ","84 ","63.2 ","84 ","53.3 ","27 ","47.3","0440711","201415"
"English Language Learners ","21 ","55.5 ","21 ","49.8 ","8 ","*","0440711","201415"
"Non-English Language Learners ","123 ","63.8 ","123 ","54.6 ","41 ","49.0","0440711","201415"
"Eligible for Free or Reduced-Price Meals ","82 ","59.7 ","82 ","51.1 ","28 ","43.9","0440711","201415"
"Not Eligible for Free or Reduced-Price Meals ","62 ","66.4 ","62 ","57.6 ","21 ","50.8","0440711","201415"
"Students with Disabilities ","28 ","43.1 ","28 ","31.8 ","9 ","*","0440711","201415"
"Students without Disabilities ","116 ","67.3 ","116 ","59.2 ","40 ","50.3","0440711","201415"
"High Needs ","93 ","57.9 ","93 ","49.1 ","33 ","43.5","0440711","201415"
"Non-High Needs ","51 ","71.1 ","51 ","62.7 ","16 ","*","0440711","201415"
"School ","144 ","62.6 ","144 ","53.9 ","49 ","46.9","0440711","201415"
"Asian ","* ","* ","* ","* ","0 ","N/A","0440711","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","0440711","201516"
"Hispanic or Latino ","44 ","64.9 ","44 ","58.0 ","* ","*","0440711","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","0440711","201516"
