School Name,Organization Type,Organization Code,Location 1,Zipcode,Phone,PreKindergarten,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Student Open Date,Interdistrict Magnet
Jefferson School,Public Schools,0890711,"140 Horse Plain Rd.
New Britain, CT 06053-1678
(41.696082, -72.799197)",06053-1678,860-223-8007,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Frenchtown Elementary School,Public Schools,1441011,"30 Frenchtown Rd.
Trumbull, CT 06611
(41.230585, -73.211376)",06611,203-452-4227,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2003 0:00:00.000,0
Read School,Public Schools,0152511,"130 Ezra St.
Bridgeport, CT 06606-5061
(41.202812, -73.198955)",06606-5061,203-576-8030,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Snow School,Public Schools,0831111,"299 Wadsworth St.
Middletown, CT 06457-4019
(41.542609, -72.670823)",06457-4019,860-347-2579,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Sunnyside School,Public Schools,1260611,"418 River Rd.
Shelton, CT 06484-4524
(41.291331, -73.075009)",06484-4524,203-922-3021,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1990 0:00:00.000,0
Roger Sherman School,Public Schools,0800811,"64 North Pearl St.
Meriden, CT 06450-4419
(41.535741, -72.782485)",06450-4419,203-238-1286,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Mary R. Fisher Elementary School,Public Schools,1410111,"785 Riverside Dr.
North Grosvenordale, CT 06255-0835
(41.976913, -71.900699)",06255-0835,860-923-9142,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Norfolk School District,Public School Districts,0980011,"128 Greenwoods Rd East
Norfolk, CT 06058
(41.98848, -73.189124)",06058,860-542-5553,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1996 0:00:00.000,0
Stonington HS PreK,Public Schools,1370211,"176 South Broad St
Pawcatuck, CT 06379
(41.36863, -71.861214)",06379,860-599-5781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01Jul2013 0:00:00.000,
Hall High School,Public Schools,1556211,"975 North Main St.
West Hartford, CT 06117-2057
(41.7954, -72.747327)",06117-2057,860-232-4561,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Waterbury Arts Magnet School (Middle),Public Schools,1515011,"16 South Elm St.
Waterbury, CT 06706
(41.554306, -73.037067)",06706,203-573-6300,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2005 0:00:00.000,1
Reed School,Public Schools,1513411,"33 Griggs Street
Waterbury, CT 06704
(41.565377, -73.028377)",06704,203-574-8180,1,1,1,1,1,1,1,1,1,1,0,0,0,0,27Aug2012 0:00:00.000,0
Second Hill Lane School,Public Schools,1381011,"65 Second Hill Ln.
Stratford, CT 06614
(41.218822, -73.149572)",06614,203-385-4292,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Calf Pen Meadow School,Public Schools,0840111,"395 Welch's Point Rd.
Milford, CT 06460-7502
(41.213632, -73.028412)",06460-7502,203-783-3521,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Tracey School,Public Schools,1031411,"20 Camp Street
Norwalk, CT 06851-3797
(41.123986, -73.413926)",06851-3797,203-899-2960,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Plainfield School District,Public School Districts,1090011,"651 Norwich Road
Plainfield, CT 06374
(41.676048, -71.915429)",06374,860-564-6403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Benjamin Jepson Magnet School,Public Schools,0931811,"15 Lexington Ave.
New Haven, CT 06513
(41.297947, -72.888459)",06513,475-220-2900,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1990 0:00:00.000,1
Ruth Chaffee School,Public Schools,0940711,"160 Superior Ave.
Newington, CT 06111-3955
(41.68257, -72.715589)",06111-3955,860-666-4687,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Salem Elementary School,Public Schools,1210111,"200 Hartford Rd.
Salem, CT 06420-3804
(41.48805, -72.27487)",06420-3804,860-859-0267,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Eli Terry School,Public Schools,1320711,"569 Griffin Rd.
South Windsor, CT 06074-1382
(41.865967, -72.551839)",06074-1382,860-648-5020,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
West Hill School,Public Schools,1190511,"95 Cronin Dr.
Rocky Hill, CT 06067-1106
(41.660759, -72.682227)",06067-1106,860-258-7761,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Scofield Middle School,Public Schools,1355711,"641 Scofieldtown Rd.
Stamford, CT 06903
(41.136227, -73.558728)",06903,203-977-2750,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1990 0:00:00.000,0
Scotland Elementary School,Public Schools,1230111,"68 Brook Rd.
Scotland, CT 06264-0097
(41.695166, -72.118872)",06264-0097,860-423-0064,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Franklin School,Public Schools,1380411,"1895 Barnum Ave.
Stratford, CT 06615-5307
(41.193243, -73.146067)",06615-5307,203-385-4190,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Carrigan 5/6 Intermediate School,Public Schools,1565311,"2 Tetlow St.
West Haven, CT 06516-1819
(41.290829, -72.971819)",06516-1819,203-937-4390,0,0,0,0,0,0,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
High Horizons Magnet School,Public Schools,0154511,"700 Palisade Ave.
Bridgeport, CT 06610-3457
(41.198746, -73.164948)",06610-3457,203-576-7807,0,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Central High School,Public Schools,0156211,"1 Lincoln Blvd.
Bridgeport, CT 06606-5502
(41.189367, -73.207265)",06606-5502,203-576-7377,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
East Lyme School District,Public School Districts,0450011,"165 Boston Post Road
East Lyme, CT 06333
(41.366632, -72.216663)",06333,860-739-3966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Northeast Middle School,Public Schools,0175211,"530 Stevens St.
Bristol, CT 06010-2587
(41.715037, -72.90892)",06010-2587,860-584-7839,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Shepherd Glen School,Public Schools,0620111,"1 Skiff St. Ext.
Hamden, CT 06514-1845
(41.377049, -72.921355)",06514-1845,203-407-2070,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Griswold Alternative School,Public Schools,0580111,"1553 Glasgo Road
Griswold, CT 06351
(41.577991, -71.897249)",06351,860-376-9129,0,0,0,0,0,0,0,0,1,1,1,1,1,1,27Aug2014 0:00:00.000,
Andover School District,Public School Districts,0010011,"35 School Road
Andover, CT 06232
(41.72791, -72.365963)",06232,860-742-7339,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1996 0:00:00.000,0
Bulkeley High School,Public Schools,0647111,"300 Wethersfield Avenue
Hartford, CT 06114-1409
(41.747601, -72.673459)",06114-1409,860-695-1011,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2009 0:00:00.000,0
North Mianus School,Public Schools,0570711,"309 Palmer Hill Rd.
Riverside, CT 06878-1011
(41.057649, -73.581177)",06878-1011,203-637-9730,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Strong 21st Century Communications Magnet and SCSU Lab School,Public Schools,0932811,"130 Orchard Street
New Haven, CT 06519
(41.305195, -72.942566)",06519,203-946-8657,0,1,1,1,1,1,0,0,0,0,0,0,0,0,04Sep2008 0:00:00.000,0
Frank A. Berry School,Public Schools,0090111,"200 Whittlesey Dr.
Bethel, CT 06801-1598
(41.378002, -73.396761)",06801-1598,203-794-8680,1,1,1,1,1,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
East School,Public Schools,0900411,"54 Little Brook Rd.
New Canaan, CT 06840-4999
(41.148308, -73.479274)",06840-4999,203-594-4219,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Nathan Hale Middle School,Public Schools,1035211,"176 Strawberry Hill Avenue
Norwalk, CT 06851-5999
(41.109155, -73.399015)",06851-5999,203-899-2910,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Harry M. Bailey Middle School,Public Schools,1565111,"106 Morgan Ln.
West Haven, CT 06516-6299
(41.254411, -72.97784)",06516-6299,203-937-4380,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Ridge Hill School,Public Schools,0621111,"120 Carew Rd.
Hamden, CT 06517-2906
(41.346823, -72.897493)",06517-2906,203-407-2035,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Griswold Middle School,Public Schools,0585111,"211 Slater Ave.
Griswold, CT 06351-2525
(41.597733, -71.978943)",06351-2525,860-376-7630,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1992 0:00:00.000,0
Hamilton Avenue School,Public Schools,0570511,"184 Hamilton Avenue
Greenwich, CT 06830
(41.017674, -73.639606)",06830,203-869-1685,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Great Oak School,Public Schools,1085111,"50 Great Oak Rd.
Oxford, CT 06478
(41.424172, -73.140513)",06478,203-888-5418,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Bryant School,Public Schools,0150411,"230 Poplar St.
Bridgeport, CT 06605-1634
(41.174007, -73.214893)",06605-1634,203-576-7303,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Smalley Academy,Public Schools,0891211,"175 West St.
New Britain, CT 06051-1415
(41.677627, -72.771328)",06051-1415,860-225-8647,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Latimer Lane School,Public Schools,1280611,"33 Mountain View Rd.
Weatogue, CT 06089-9721
(41.840096, -72.821762)",06089-9721,860-658-4774,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Branford High School,Public Schools,0146111,"185 East Main St.
Branford, CT 06405-3767
(41.289666, -72.799509)",06405-3767,203-488-7291,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Tootin' Hills School,Public Schools,1280411,"25 Nimrod Rd.
West Simsbury, CT 06092-2520
(41.860788, -72.860821)",06092-2520,860-658-7629,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
EPS Integrated Pre-Kindergarten,Public Schools,0492211,"117 Post Office Road
Enfield, CT 06082
(41.96154, -72.576864)",06082,860-253-4709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01Jul2016 0:00:00.000,
Maple Street School,Public Schools,1460211,"20 Maple St.
Rockville, CT 06066-3026
(41.867795, -72.462732)",06066-3026,860-870-6175,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Stratfield School,Public Schools,0511411,"1407 Melville Ave.
Fairfield, CT 06825
(41.195448, -73.236929)",06825,203-255-8332,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Worthington Hooker School,Public Schools,0933811,"180 Canner St.
New Haven, CT 06511
(41.324023, -72.914116)",06511,475-220-7200,0,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus,Public Schools,0151511,"840 Old Town Road
Bridgeport, CT 06606
(41.224738, -73.1908)",06606,203-275-3300,0,0,0,0,0,0,0,0,0,0,1,1,1,1,29Aug2013 0:00:00.000,1
Plainfield Central School,Public Schools,1095111,"75 Canterbury Rd.
Plainfield, CT 06374-1556
(41.684025, -71.930535)",06374-1556,860-564-6437,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
John F. Kennedy Middle School,Public Schools,0495211,"155 Raffia Rd.
Enfield, CT 06082-5679
(41.957549, -72.565362)",06082-5679,860-763-8855,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Global Communications Academy,Public Schools,0643611,"85 Edwards Street
Hartford, CT 06112-1826
(41.774537, -72.681497)",06112-1826,860-695-6020,0,1,1,1,1,1,1,1,1,1,1,1,1,1,25Aug2008 0:00:00.000,0
Ox Ridge Elementary School,Public Schools,0351311,"395 Mansfield Ave.
Darien, CT 06820-2113
(41.10376, -73.48343)",06820-2113,203-655-2579,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Orange Avenue School,Public Schools,0840811,"260 Orange Ave.
Milford, CT 06460-2196
(41.237992, -73.05009)",06460-2196,203-783-3537,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Schaghticoke Middle School,Public Schools,0965211,"23 Hipp Rd.
New Milford, CT 06776-2223
(41.619487, -73.392122)",06776-2223,860-354-2204,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Mauro-Sheridan Magnet School,Public Schools,0931911,"191 Fountain St.
New Haven, CT 06515
(41.326948, -72.965765)",06515,475-220-2800,1,1,1,1,1,1,1,1,1,1,0,0,0,0,02Sep2009 0:00:00.000,1
Bacon Academy,Public Schools,0286111,"611 Norwich Ave.
Colchester, CT 06415-2142
(41.574707, -72.300738)",06415-2142,860-537-2378,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Urbin T. Kelley School,Public Schools,1311411,"501 Ridgewood Rd.
Southington, CT 06489-2352
(41.609717, -72.894655)",06489-2352,860-628-3310,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
East Shore Middle School,Public Schools,0845111,"240 Chapel St.
Milford, CT 06460-7920
(41.228247, -73.001567)",06460-7920,203-783-3559,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Classical Studies Academy,Public Schools,0152111,"240 Linwood Ave.
Bridgeport, CT 06604-2408
(41.178868, -73.209674)",06604-2408,203-576-7188,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Deep River Elementary School,Public Schools,0360111,"12 River St.
Deep River, CT 06417-1921
(41.386406, -72.435024)",06417-1921,860-526-5319,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Burns Latino Studies Academy,Public Schools,0640611,"195 Putnam Street
Hartford, CT 06106-1328
(41.761181, -72.690452)",06106-1328,860-695-2980,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Torrington Middle School,Public Schools,1435111,"200 Middle School Rd.
Torrington, CT 06790-3168
(41.832876, -73.070287)",06790-3168,860-496-4050,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Somers Elementary School,Public Schools,1290411,"4 Vision Boulevard
Somers, CT 06071-9609
(41.98375, -72.58204)",06071-9609,860-749-2270,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1995 0:00:00.000,0
Scotland Elementary School,Public Schools,1180511,"111 Barlow Mountain Rd.
Ridgefield, CT 06877-1902
(41.323782, -73.510402)",06877-1902,203-438-6563,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Betances Early Reading Lab Magnet School,Public Schools,0642811,"42 Charter Oak Avenue
Hartford, CT 06106-1909
(41.759238, -72.672397)",06106-1909,860-695-2840,1,1,1,1,1,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,1
Wesley School,Public Schools,0831411,"10 Wesleyan Hills Rd.
Middletown, CT 06457-4972
(41.524235, -72.666739)",06457-4972,860-344-0381,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Middle Gate Elementary School,Public Schools,0970311,"7 Cold Spring Rd.
Newtown, CT 06470-2600
(41.36733, -73.27544)",06470-2600,203-426-7662,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Manchester High School,Public Schools,0776111,"134 MiddleTpke E
Manchester, CT 06040-4260
(41.783911, -72.516872)",06040-4260,860-647-3530,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Keeney School,Public Schools,0770611,"179 Keeney St.
Manchester, CT 06040-7017
(41.756412, -72.541535)",06040-7017,860-647-3354,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Griswold Elementary School,Public Schools,0580311,"303 Slater Ave.
Griswold, CT 06351-2540
(41.595201, -71.976554)",06351-2540,860-376-7610,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Breakthrough Magnet School,Public Schools,0643311,"290 Brookfield Street
Hartford, CT 06106
(41.747153, -72.706594)",06106,860-695-5700,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,1
Hamden Middle School,Public Schools,0625211,"2623 Dixwell Ave.
Hamden, CT 06518
(41.381638, -72.911663)",06518,203-407-3140,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
South Street School,Public Schools,0341011,"129 South St.
Danbury, CT 06810-8039
(41.386888, -73.44307)",06810-8039,203-797-4787,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Chester School District,Public School Districts,0260011,"1 Winthrop Road
Deep River, CT 06417
(41.369042, -72.457602)",06417,860-526-2417,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1996 0:00:00.000,0
Evarts C. Stevens School,Public Schools,1480911,"18 Kondracki Lane
Wallingford, CT 06492-4938
(41.434033, -72.815565)",06492-4938,203-294-3750,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Robert J. O'Brien School,Public Schools,0431811,"52 Farm Dr.
East Hartford, CT 06108-1211
(41.793033, -72.610556)",06108-1211,860-622-5760,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Nathan Hale School,Public Schools,0800711,"277 Atkins St. Ext.
Meriden, CT 06450-3408
(41.543085, -72.77485)",06450-3408,203-237-7486,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Cos Cob School,Public Schools,0570211,"300 East Putnam Ave.
Cos Cob, CT 06807-2545
(41.039059, -73.597323)",06807-2545,203-869-4670,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Norfeldt School,Public Schools,1551011,"35 Barksdale Rd.
West Hartford, CT 06117-1605
(41.795089, -72.761635)",06117-1605,860-233-4421,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Eli Whitney School,Public Schools,0491611,"94 Middle Rd.
Enfield, CT 06082-4544
(41.985477, -72.556798)",06082-4544,860-763-7540,0,0,0,0,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Washington School,Public Schools,1561211,"369 Washington Ave.
West Haven, CT 06516-5328
(41.268704, -72.946429)",06516-5328,203-931-6880,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Fields Memorial School,Public Schools,0130111,"8 Bozrah St. Ext.
Bozrah, CT 06334-1304
(41.562893, -72.154593)",06334-1304,860-887-2561,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Orchard Hill School,Public Schools,1320611,"350 Foster St.
South Windsor, CT 06074-2939
(41.828154, -72.529485)",06074-2939,860-648-5015,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Hanover School,Public Schools,0800311,"208 Main St.
Meriden, CT 06450-5149
(41.5194, -72.832629)",06450-5149,203-235-6359,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Daniel Hand High School,Public Schools,0766111,"286 Green Hill Rd.
Madison, CT 06443
(41.296482, -72.621799)",06443,203-245-6350,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Derby High School,Public Schools,0376111,"75 Chatfield Street
Derby, CT 06418
(41.336536, -73.098033)",06418,203-736-5032,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Brooklyn Elementary School,Public Schools,0190111,"119 Gorman Rd.
Brooklyn, CT 06234-1805
(41.785108, -71.934786)",06234-1805,860-774-7577,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Franklin Elementary School,Public Schools,0530111,"206 Pond Rd.
North Franklin, CT 06254-1219
(41.629796, -72.126585)",06254-1219,860-642-7063,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Elizabeth Shelton School,Public Schools,1260511,"138 Willoughby Rd.
Shelton, CT 06484-5951
(41.316421, -73.133393)",06484-5951,203-929-1330,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
New London School District,Public School Districts,0950011,"134 Williams Street
New London, CT 06320
(41.357259, -72.10592)",06320,860-447-6000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Oxford High School,Public Schools,1086011,"61 Quaker Farms Rd.
Oxford, CT 06478
(41.385838, -73.133876)",06478,203-888-2468,0,0,0,0,0,0,0,0,0,0,1,1,1,1,31Aug2007 0:00:00.000,0
Chaplin Elementary School,Public Schools,0240211,"240 Palmer Rd.
Chaplin, CT 06235
(41.788908, -72.146691)",06235,860-455-9593,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1992 0:00:00.000,0
Bassick High School,Public Schools,0156111,"1181 Fairfield Ave.
Bridgeport, CT 06605-1119
(41.173961, -73.207327)",06605-1119,203-576-7350,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Pine Grove School,Public Schools,0040411,"151 Scoville Rd.
Avon, CT 06001-3023
(41.77655, -72.856995)",06001-3023,860-404-4790,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1990 0:00:00.000,0
Richard D. Hubbard School,Public Schools,0070111,"139 Grove St.
Berlin, CT 06023-1005
(41.61431, -72.720848)",06023-1005,860-828-4119,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Julia A. Stark School,Public Schools,1351211,"398 Glenbrook Rd.
Stamford, CT 06906-2122
(41.066093, -73.52208)",06906-2122,203-977-4583,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Western Middle School,Public Schools,0575311,"1 Western Junior Hwy.
Greenwich, CT 06830-6019
(41.010571, -73.650441)",06830-6019,203-531-5700,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Hurlbutt Elementary School,Public Schools,1570111,"9 School Rd.
Weston, CT 06883-1623
(41.21197, -73.380598)",06883-1623,203-557-5900,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Uncas Network School,Public Schools,1041911,"280 Elizabeth St.
Norwich, CT 06360-6612
(41.512729, -72.094663)",06360-6612,860-823-4208,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Savin Rock Community School,Public Schools,1561411,"50 Park St.
West Haven, CT 06516-6052
(41.261814, -72.940207)",06516-6052,203-931-6850,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Center Elementary School,Public Schools,0180311,"8 Obtuse Hill Road
Brookfield, CT 06804
(41.46699, -73.385491)",06804,203-775-7650,1,1,1,0,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Westover School,Public Schools,1351411,"412 Stillwater Ave.
Stamford, CT 06902
(41.057233, -73.559345)",06902,203-977-4572,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Annie E. Vinton School,Public Schools,0780411,"306 Stafford Rd.
Mansfield Center, CT 06250-1424
(41.747907, -72.260432)",06250-1424,860-423-3086,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Orchard Hills School,Public Schools,0841811,"185 Marino Dr.
Milford, CT 06460-6799
(41.221198, -73.023019)",06460-6799,203-783-3566,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
East Rock Community Magnet School,Public Schools,0934611,"133 Nash St.
New Haven, CT 06511
(41.319744, -72.90767)",06511,475-220-5900,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Hillside Intermediate School,Public Schools,0880411,"51 Hillside Ave.
Naugatuck, CT 06770-4018
(41.491352, -73.057839)",06770-4018,203-720-5260,0,0,0,0,0,0,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Reed Intermediate School,Public Schools,0970511,"3 Trades Lane
Newtown, CT 06470
(41.404898, -73.287894)",06470,203-270-4880,0,0,0,0,0,0,1,1,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Dr. John A. Langford School,Public Schools,0432211,"61 Alps Dr.
East Hartford, CT 06108-1402
(41.791267, -72.600756)",06108-1402,860-622-5700,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Washington School,Public Schools,1512311,"685 Baldwin St.
Waterbury, CT 06706-1507
(41.543388, -73.03412)",06706-1507,203-574-8177,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
R. Dudley Seymour School,Public Schools,0400211,"185 Hartford Ave.
East Granby, CT 06026-9520
(41.933223, -72.768356)",06026-9520,860-653-7214,0,0,0,0,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Newfield School,Public Schools,1350611,"345 Pepper Ridge Rd.
Stamford, CT 06905-2801
(41.091126, -73.54059)",06905-2801,203-977-4282,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Chippens Hill Middle School,Public Schools,0175111,"551 Peacedale St.
Bristol, CT 06010-8939
(41.700509, -72.966105)",06010-8939,860-584-3881,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1992 0:00:00.000,0
Montowese Elementary School,Public Schools,1010211,"145 Fitch St.
North Haven, CT 06473-3706
(41.354644, -72.850613)",06473-3706,203-239-2564,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
