"school_code","district_code","type","district","school","street","city","state","zip","phone","fax","website","education_program","program_type","inter_district_magnet","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12"
"1530421","None","Nonpublic Elementary and Secondary Schools","","New Covenant School","161 Buckingham Street","Oakville","CT","06779","203-263-4924","","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8250182","None","Nonpublic Elementary and Secondary Schools","","New England Business Associates, Inc","67 Hunt Street/Suite 112","Agawam","MA","01001","413-821-9200","","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0840621","None","Nonpublic Elementary and Secondary Schools","","New England School of Montessori","40 Quirk Road","Milford","CT","06460","203-878-9822","203-878-9833","","Standard Non-Public","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"8490221","None","Nonpublic Elementary and Secondary Schools","","New Haven School","2172 East 7200 South","Spanish Fork","UT","84660","888-892-6307","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0690221","None","Nonpublic Elementary and Secondary Schools","","New Hope Academy","P.O. Box 1341369 Hartford Pike","East Killingly","CT","06243","860-774-6653","","","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0340921","None","Nonpublic Elementary and Secondary Schools","","New Hope Christian Academy","18 Clapboard Ridge Road","Danbury","CT","06811","203-798-1787","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"1650121","None","Nonpublic Elementary and Secondary Schools","","New Life Christian Academy","11 Alma Road","Windsor Locks","CT","06096","860-623-5358","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0430321","None","Nonpublic Elementary and Secondary Schools","","New Testament Baptist School","111 Ash Street","East Hartford","CT","06108","860-290-6696","860-290-6698","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"8362061","None","Nonpublic Elementary and Secondary Schools","","New York School for the Deaf","555 Knollwood Road","White Plains","NY","10603","914-949-7310","","","APSEP","","","","","","","","","","","","","","","",""
"1020121","None","Nonpublic Elementary and Secondary Schools","","North Stonington Christian Academy","12 Stillman Road","North Stonington","CT","06359","860-599-5071","860-599-2815","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"8252861","None","Nonpublic Elementary and Secondary Schools","","Northeast Center for Youth and Families, Inc. Tri-County Schools","203 East Street","Easthampton","MA","01027","413-529-7777","","","APSEP","","","","","","","","","","","","","","","",""
"1690182","None","Nonpublic Elementary and Secondary Schools","","Northeast Placement Services","312 Route 169","Woodstock","CT","06267","860-963-2555","","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1556521","None","Nonpublic Elementary and Secondary Schools","","Northwest Catholic High School","29 Wampanoag Drive","West Hartford","CT","06117","860-236-4221","860-586-0911","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1100261","None","Nonpublic Elementary and Secondary Schools","","Northwest Village School/Wheeler Clinic","91 Northwest Drive","Plainville","CT","06062","888-793-3717","860-793-3521","","APSEP","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0516221","None","Nonpublic Elementary and Secondary Schools","","Notre Dame Catholic High School","220 Jefferson Street","Fairfield","CT","06825","203-372-6521","203-374-0387","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1566121","None","Nonpublic Elementary and Secondary Schools","","Notre Dame High School","One Notre Dame Way","West Haven","CT","06516","203-933-1673","203-933-2474","www","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0780121","None","Nonpublic Elementary and Secondary Schools","","Oak Grove Montessori","132 Pleasnt Valley Road","Mansfield Center","CT","06250","860-456-2907","860-456-2907","","Standard Non-Public","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0620282","None","Nonpublic Elementary and Secondary Schools","","Oak Hill Day Transition Program-Hamden","60 Connolly Parkway","Hamden","CT","06517","203-242-2274","","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0640782","None","Nonpublic Elementary and Secondary Schools","","Oak Hill Day Transition Program-Hartford","120 Holcomb Street","Hartford","CT","06112","860-212-1913","","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0920161","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at Ann Antolini School","30 Antolini Road","New Hartford","CT","06057","860-482-8457","860-769-6559","","APSEP","","","1","1","0","1","0","1","1","1","1","0","1","0","0","0"
"0170221","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at Bristol North","440 North Main St","Bristol","CT","06010","860-584-8163","","","APSEP","","","0","0","0","0","0","1","1","1","1","1","1","1","1","1"
"0170561","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at Bristol South","45 North Main Street","Bristol","CT","06010","860-584-1143","","","APSEP","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"0046921","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at Farmington Valley Montessori","150 Fisher Drive","Avon","CT","06001","203-284-4456","","www.ciboakhill.org/","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1106161","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at Haddam-Killingworth High School","95 Little City Road","Higganum","CT","06441","860-747-5135","860-769-6559","","APSEP","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0895161","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at Hartford","120 Holcomb Street","Hartford","CT","06112","860-769-3881","","","APSEP","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0670221","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at Hemlocks Center","85 Jones Road","Hebron","CT","06248","860-769-3891","","www.ciboakhill.org/index.asp","APSEP","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"1105261","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at Middle School of Plainville","150 Northwest Drive","Plainville","CT","06062","860-793-9588","860-769-6559","","APSEP","","","0","0","0","0","0","1","1","1","1","1","1","1","1","1"
"0890261","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at New Britain","370 Osgood Avenue","New Britain","CT","06052","860-225-6360","860-769-6559","","APSEP","","","0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1100361","None","Nonpublic Elementary and Secondary Schools","","Oak Hill School at Toffolon","145 Northwest Drive","Plainville","CT","06062","860-410-9958","860-769-6559","","APSEP","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1510921","None","Nonpublic Elementary and Secondary Schools","","Oak Tree Transitional - Marrakech","50 Oak Tree Avenue","Waterbury","CT","06705","203-389-2970 x1106","203-397-0658","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8330321","None","Nonpublic Elementary and Secondary Schools","","Oliverian School","28 Becket Drive","Pike","NH","03780","603-989-5100","","www.oliverianschool.org/","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0640121","None","Nonpublic Elementary and Secondary Schools","","Opportunity Academy-Hartford","20-28 Sargeant Street","Hartford","CT","06105","860-761-7360","","www.","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0646161","None","Nonpublic Elementary and Secondary Schools","","Options Educational Services","606 Farmington Avenue","Hartford","CT","06105","860-523-5318","860-232-3597","","APSEP","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0640382","None","Nonpublic Elementary and Secondary Schools","","Options Transitional Services","606 Farmington Avenue, 2nd Floor","Hartford","CT","06106","860-523-5318","860-232-3597","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1350621","None","Nonpublic Elementary and Secondary Schools","","Our Lady Star of the Sea","1170 Shippan Avenue","Stamford","CT","06902","203-348-1155","203-324-6150","","Standard Non-Public","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1610121","None","Nonpublic Elementary and Secondary Schools","","Our Lady of Fatima School","225 Danbury Road","Wilton","CT","06897","203-762-8100","203-834-0614","www","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1352221","None","Nonpublic Elementary and Secondary Schools","","Our Lady of Grace Pre-School","635 Glenbrook Road","Stamford","CT","06906","203-348-5531","203-324-9638","","Standard Non-Public","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0760221","None","Nonpublic Elementary and Secondary Schools","","Our Lady of Mercy School, Incorporated","149 Neck Road","Madison","CT","06443","203-245-4393","203-245-3498","www","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0800121","None","Nonpublic Elementary and Secondary Schools","","Our Lady of Mount Carmel-Meriden","115 Lewis Avenue","Meriden","CT","06451","203-235-2959","203-238-3629","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1510221","None","Nonpublic Elementary and Secondary Schools","","Our Lady of Mount Carmel-Waterbury","645 Congress Avenue","Waterbury","CT","06708","203-755-6809","203-755-5850","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1565121","None","Nonpublic Elementary and Secondary Schools","","Our Lady of Victory","620 Jones Hill Road","West Haven","CT","06516","203-932-6457","203-932-6456","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1550861","None","Nonpublic Elementary and Secondary Schools","","PACES","139 North Main Street","West Hartford","CT","06107","860-570-2300","860-570-2201","","APSEP","","","0","0","0","0","0","1","1","0","1","1","0","1","1","1"
"8450121","None","Nonpublic Elementary and Secondary Schools","","Palmetto Pines Behavioral Health","225 Midland Parkway","Summerville","SC","29485","843-851-5015","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"1036221","None","Nonpublic Elementary and Secondary Schools","","Parkway Christian Academy","260 New Canaan Avenue","Norwalk","CT","06850","203-847-5623","203-847-5228","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","0","0","0","0","0"
"0930921","None","Nonpublic Elementary and Secondary Schools","","Passages","342 Ellsworth Avenue","New Haven","CT","06511","203-824-7700","","","Standard Non-Public","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"8361761","None","Nonpublic Elementary and Secondary Schools","","Pathfinder Village","3 Chenango Road","Edmeston","NY","13335","607-965-8121","","","APSEP","","","","","","","","","","","","","","","",""
"0341121","None","Nonpublic Elementary and Secondary Schools","","Pathways Academy - Danbury","13 Rose Street","Danbury","CT","06810","203-205-0954","203-205-0353","www","Standard Non-Public","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"0440221","None","Nonpublic Elementary and Secondary Schools","","Pathways Academy - East Haven","35 Bishop Street","East Haven","CT","06512","203-468-5316","","","APSEP","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"0350221","None","Nonpublic Elementary and Secondary Schools","","Pear Tree Point School","90 Pear Tree Point Road","Darien","CT","06820","203-655-0030","203-655-3164","www","Standard Non-Public","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"8470861","None","Nonpublic Elementary and Secondary Schools","","Peninsula Village School","2431 Jones Bend Road PO Box 100","Louisville","TN","37777","865-970-1804","","","APSEP","","","","","","","","","","","","","","","",""
"8252561","None","Nonpublic Elementary and Secondary Schools","","Perkins School for the Blind","175 North Beacon St","Watertown","MA","02472","617-972-7200","","","APSEP","","","","","","","","","","","","","","","",""
"1670321","None","Nonpublic Elementary and Secondary Schools","","Personal Care Training, LLC","30 Hazel Terrace","Woodbridge","CT","06525","866-850-7979","888-281-6525","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1580421","None","Nonpublic Elementary and Secondary Schools","","Pierrepont School","1 Sylvan Road","Westport","CT","06880","203-226-1891","203-226-1894","","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1370121","None","Nonpublic Elementary and Secondary Schools","","Pine Point School","89 Barnes Road","Stonington","CT","06378","860-535-0606","860-535-8033","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
"8500361","None","Nonpublic Elementary and Secondary Schools","","Pine Ridge","9505 Williston Road","Williston","VT","05495","802-434-2161","","","APSEP","","","","","","","","","","","","","","","",""
"8510661","None","Nonpublic Elementary and Secondary Schools","","Pines Residential Treatment Center - Brighton Campus","1801 Portsmouth Boulevard","Portsmouth","VA","23704","757-398-0344","","","APSEP","","","","","","","","","","","","","","","",""
